        BT    Band20    Band21    Band22    Band23    Band24    Band25    Band26    Band27    Band28    Band29    Band31    Band32    Band33    Band34    Band35    Band36
     275.0   0.15473   0.23504   0.23038   0.27541   0.53492   0.60039   3.71813   4.50395   5.74966   6.40632   6.18179   6.18179   5.68511   5.54540   5.43862   5.30708
     275.1   0.15551   0.23616   0.23149   0.27670   0.53721   0.60291   3.72855   4.51561   5.76247   6.41748   6.19170   6.19170   5.69337   5.55328   5.44624   5.31437
     275.2   0.15628   0.23729   0.23260   0.27800   0.53951   0.60545   3.73900   4.52730   5.77531   6.42866   6.20161   6.20161   5.70164   5.56118   5.45386   5.32167
     275.3   0.15707   0.23842   0.23371   0.27930   0.54181   0.60799   3.74947   4.53901   5.78817   6.43984   6.21153   6.21153   5.70991   5.56907   5.46148   5.32897
     275.4   0.15785   0.23956   0.23483   0.28061   0.54413   0.61054   3.75996   4.55074   5.80104   6.45104   6.22146   6.22146   5.71820   5.57698   5.46911   5.33628
     275.5   0.15864   0.24070   0.23595   0.28192   0.54645   0.61310   3.77047   4.56249   5.81393   6.46224   6.23140   6.23140   5.72648   5.58489   5.47674   5.34359
     275.6   0.15943   0.24185   0.23708   0.28323   0.54878   0.61567   3.78100   4.57426   5.82685   6.47346   6.24135   6.24135   5.73478   5.59280   5.48438   5.35090
     275.7   0.16023   0.24300   0.23821   0.28456   0.55112   0.61825   3.79155   4.58606   5.83978   6.48469   6.25131   6.25131   5.74308   5.60072   5.49203   5.35822
     275.8   0.16103   0.24416   0.23935   0.28588   0.55347   0.62084   3.80213   4.59787   5.85273   6.49594   6.26127   6.26127   5.75138   5.60865   5.49968   5.36555
     275.9   0.16183   0.24532   0.24049   0.28722   0.55582   0.62344   3.81273   4.60971   5.86571   6.50719   6.27125   6.27125   5.75970   5.61658   5.50733   5.37288
     276.0   0.16263   0.24648   0.24163   0.28855   0.55819   0.62604   3.82335   4.62157   5.87870   6.51846   6.28123   6.28123   5.76801   5.62452   5.51499   5.38021
     276.1   0.16344   0.24765   0.24278   0.28990   0.56056   0.62866   3.83399   4.63346   5.89171   6.52973   6.29122   6.29122   5.77634   5.63246   5.52266   5.38755
     276.2   0.16426   0.24883   0.24394   0.29124   0.56294   0.63128   3.84465   4.64536   5.90474   6.54102   6.30123   6.30123   5.78467   5.64041   5.53033   5.39490
     276.3   0.16507   0.25001   0.24509   0.29260   0.56533   0.63391   3.85534   4.65729   5.91779   6.55232   6.31124   6.31124   5.79301   5.64836   5.53801   5.40225
     276.4   0.16589   0.25119   0.24626   0.29396   0.56772   0.63655   3.86605   4.66924   5.93086   6.56363   6.32126   6.32126   5.80135   5.65632   5.54569   5.40961
     276.5   0.16671   0.25238   0.24743   0.29532   0.57013   0.63920   3.87678   4.68121   5.94394   6.57495   6.33128   6.33128   5.80970   5.66429   5.55338   5.41697
     276.6   0.16754   0.25357   0.24860   0.29669   0.57254   0.64186   3.88753   4.69320   5.95705   6.58629   6.34132   6.34132   5.81806   5.67226   5.56107   5.42433
     276.7   0.16837   0.25477   0.24978   0.29806   0.57497   0.64453   3.89830   4.70522   5.97018   6.59763   6.35137   6.35137   5.82642   5.68024   5.56877   5.43170
     276.8   0.16920   0.25597   0.25096   0.29945   0.57740   0.64721   3.90910   4.71725   5.98333   6.60899   6.36142   6.36142   5.83479   5.68822   5.57647   5.43908
     276.9   0.17004   0.25718   0.25215   0.30083   0.57984   0.64990   3.91991   4.72931   5.99649   6.62036   6.37148   6.37148   5.84316   5.69621   5.58418   5.44646
     277.0   0.17088   0.25840   0.25334   0.30222   0.58228   0.65259   3.93075   4.74139   6.00968   6.63174   6.38156   6.38156   5.85154   5.70421   5.59190   5.45384
     277.1   0.17172   0.25961   0.25454   0.30362   0.58474   0.65530   3.94162   4.75350   6.02289   6.64313   6.39164   6.39164   5.85993   5.71221   5.59962   5.46123
     277.2   0.17257   0.26084   0.25574   0.30502   0.58721   0.65802   3.95250   4.76562   6.03611   6.65454   6.40173   6.40173   5.86832   5.72021   5.60734   5.46863
     277.3   0.17342   0.26206   0.25695   0.30643   0.58968   0.66074   3.96341   4.77777   6.04935   6.66595   6.41183   6.41183   5.87672   5.72822   5.61507   5.47603
     277.4   0.17428   0.26330   0.25816   0.30784   0.59216   0.66347   3.97434   4.78994   6.06262   6.67738   6.42193   6.42193   5.88513   5.73624   5.62281   5.48343
     277.5   0.17514   0.26453   0.25937   0.30926   0.59465   0.66622   3.98529   4.80213   6.07590   6.68882   6.43205   6.43205   5.89354   5.74426   5.63055   5.49084
     277.6   0.17600   0.26578   0.26059   0.31068   0.59715   0.66897   3.99626   4.81435   6.08921   6.70027   6.44218   6.44218   5.90196   5.75229   5.63829   5.49825
     277.7   0.17686   0.26702   0.26182   0.31211   0.59966   0.67173   4.00726   4.82659   6.10253   6.71173   6.45231   6.45231   5.91038   5.76033   5.64605   5.50567
     277.8   0.17773   0.26827   0.26305   0.31355   0.60218   0.67450   4.01827   4.83884   6.11587   6.72320   6.46245   6.46245   5.91881   5.76837   5.65380   5.51310
     277.9   0.17861   0.26953   0.26429   0.31499   0.60470   0.67728   4.02931   4.85113   6.12923   6.73468   6.47261   6.47261   5.92725   5.77641   5.66157   5.52053
     278.0   0.17948   0.27079   0.26553   0.31643   0.60724   0.68007   4.04038   4.86343   6.14262   6.74618   6.48277   6.48277   5.93569   5.78446   5.66933   5.52796
     278.1   0.18036   0.27206   0.26677   0.31788   0.60978   0.68287   4.05146   4.87576   6.15602   6.75769   6.49294   6.49294   5.94414   5.79252   5.67711   5.53540
     278.2   0.18125   0.27333   0.26802   0.31934   0.61233   0.68568   4.06257   4.88810   6.16944   6.76920   6.50312   6.50312   5.95260   5.80058   5.68488   5.54284
     278.3   0.18213   0.27461   0.26928   0.32080   0.61489   0.68850   4.07370   4.90048   6.18288   6.78073   6.51330   6.51330   5.96106   5.80865   5.69267   5.55029
     278.4   0.18302   0.27589   0.27054   0.32227   0.61746   0.69133   4.08485   4.91287   6.19634   6.79228   6.52350   6.52350   5.96953   5.81673   5.70046   5.55775
     278.5   0.18392   0.27718   0.27180   0.32375   0.62004   0.69416   4.09603   4.92528   6.20982   6.80383   6.53370   6.53370   5.97800   5.82481   5.70825   5.56521
     278.6   0.18482   0.27847   0.27307   0.32523   0.62263   0.69701   4.10722   4.93772   6.22332   6.81539   6.54392   6.54392   5.98648   5.83289   5.71605   5.57267
     278.7   0.18572   0.27977   0.27435   0.32671   0.62523   0.69987   4.11844   4.95018   6.23684   6.82697   6.55414   6.55414   5.99497   5.84098   5.72386   5.58014
     278.8   0.18663   0.28107   0.27563   0.32820   0.62783   0.70273   4.12969   4.96267   6.25038   6.83856   6.56437   6.56437   6.00346   5.84908   5.73167   5.58761
     278.9   0.18754   0.28238   0.27691   0.32970   0.63045   0.70561   4.14095   4.97517   6.26394   6.85016   6.57461   6.57461   6.01196   5.85718   5.73948   5.59509
     279.0   0.18845   0.28369   0.27820   0.33120   0.63307   0.70850   4.15224   4.98770   6.27752   6.86177   6.58486   6.58486   6.02046   5.86529   5.74730   5.60257
     279.1   0.18937   0.28501   0.27950   0.33271   0.63570   0.71139   4.16355   5.00025   6.29111   6.87339   6.59512   6.59512   6.02897   5.87340   5.75513   5.61006
     279.2   0.19029   0.28633   0.28080   0.33422   0.63834   0.71430   4.17488   5.01283   6.30473   6.88502   6.60539   6.60539   6.03749   5.88152   5.76296   5.61755
     279.3   0.19121   0.28766   0.28211   0.33574   0.64100   0.71721   4.18624   5.02542   6.31837   6.89667   6.61566   6.61566   6.04601   5.88965   5.77080   5.62505
     279.4   0.19214   0.28899   0.28342   0.33727   0.64365   0.72014   4.19762   5.03804   6.33203   6.90833   6.62595   6.62595   6.05454   5.89778   5.77864   5.63255
     279.5   0.19307   0.29033   0.28473   0.33880   0.64632   0.72307   4.20902   5.05068   6.34571   6.92000   6.63624   6.63624   6.06308   5.90592   5.78649   5.64006
     279.6   0.19401   0.29168   0.28606   0.34034   0.64900   0.72602   4.22044   5.06335   6.35940   6.93168   6.64654   6.64654   6.07162   5.91406   5.79434   5.64758
     279.7   0.19495   0.29303   0.28738   0.34188   0.65169   0.72897   4.23189   5.07604   6.37312   6.94337   6.65686   6.65686   6.08017   5.92221   5.80220   5.65509
     279.8   0.19590   0.29438   0.28871   0.34343   0.65439   0.73193   4.24336   5.08875   6.38686   6.95507   6.66718   6.66718   6.08872   5.93036   5.81006   5.66262
     279.9   0.19684   0.29574   0.29005   0.34499   0.65709   0.73491   4.25486   5.10148   6.40062   6.96679   6.67750   6.67750   6.09728   5.93852   5.81793   5.67014
     280.0   0.19780   0.29710   0.29139   0.34655   0.65981   0.73789   4.26637   5.11423   6.41439   6.97851   6.68784   6.68784   6.10585   5.94668   5.82580   5.67767
     280.1   0.19875   0.29848   0.29274   0.34812   0.66253   0.74089   4.27791   5.12701   6.42819   6.99025   6.69819   6.69819   6.11442   5.95485   5.83368   5.68521
     280.2   0.19971   0.29985   0.29409   0.34969   0.66526   0.74389   4.28947   5.13981   6.44201   7.00200   6.70854   6.70854   6.12300   5.96303   5.84156   5.69275
     280.3   0.20068   0.30123   0.29545   0.35127   0.66801   0.74690   4.30106   5.15264   6.45584   7.01376   6.71891   6.71891   6.13158   5.97121   5.84945   5.70030
     280.4   0.20164   0.30262   0.29681   0.35285   0.67076   0.74993   4.31266   5.16548   6.46970   7.02553   6.72928   6.72928   6.14018   5.97940   5.85735   5.70785
     280.5   0.20262   0.30401   0.29818   0.35444   0.67352   0.75296   4.32430   5.17835   6.48358   7.03732   6.73966   6.73966   6.14877   5.98759   5.86525   5.71541
     280.6   0.20359   0.30541   0.29956   0.35604   0.67629   0.75601   4.33595   5.19125   6.49747   7.04911   6.75005   6.75005   6.15738   5.99579   5.87315   5.72297
     280.7   0.20457   0.30681   0.30093   0.35764   0.67907   0.75906   4.34763   5.20416   6.51139   7.06092   6.76045   6.76045   6.16599   6.00399   5.88107   5.73054
     280.8   0.20556   0.30822   0.30232   0.35925   0.68186   0.76213   4.35933   5.21710   6.52533   7.07274   6.77086   6.77086   6.17460   6.01220   5.88898   5.73811
     280.9   0.20654   0.30963   0.30371   0.36087   0.68466   0.76520   4.37105   5.23006   6.53928   7.08457   6.78128   6.78128   6.18322   6.02042   5.89690   5.74568
     281.0   0.20754   0.31105   0.30510   0.36249   0.68747   0.76829   4.38280   5.24305   6.55326   7.09641   6.79171   6.79171   6.19185   6.02864   5.90483   5.75327
     281.1   0.20853   0.31247   0.30650   0.36412   0.69029   0.77138   4.39457   5.25605   6.56726   7.10826   6.80214   6.80214   6.20049   6.03687   5.91276   5.76085
     281.2   0.20953   0.31390   0.30791   0.36575   0.69311   0.77449   4.40636   5.26908   6.58127   7.12013   6.81258   6.81258   6.20913   6.04510   5.92070   5.76844
     281.3   0.21054   0.31534   0.30932   0.36739   0.69595   0.77760   4.41818   5.28214   6.59531   7.13201   6.82304   6.82304   6.21777   6.05334   5.92864   5.77604
     281.4   0.21154   0.31678   0.31074   0.36904   0.69880   0.78073   4.43002   5.29521   6.60936   7.14389   6.83350   6.83350   6.22643   6.06158   5.93659   5.78364
     281.5   0.21256   0.31823   0.31216   0.37069   0.70165   0.78387   4.44188   5.30831   6.62344   7.15579   6.84397   6.84397   6.23508   6.06983   5.94454   5.79124
     281.6   0.21357   0.31968   0.31359   0.37235   0.70452   0.78701   4.45377   5.32144   6.63754   7.16770   6.85445   6.85445   6.24375   6.07809   5.95250   5.79885
     281.7   0.21459   0.32114   0.31502   0.37401   0.70740   0.79017   4.46568   5.33458   6.65165   7.17963   6.86494   6.86494   6.25242   6.08635   5.96046   5.80647
     281.8   0.21562   0.32260   0.31646   0.37568   0.71028   0.79334   4.47761   5.34775   6.66579   7.19156   6.87543   6.87543   6.26110   6.09461   5.96843   5.81409
     281.9   0.21665   0.32407   0.31791   0.37736   0.71318   0.79652   4.48956   5.36094   6.67995   7.20351   6.88594   6.88594   6.26978   6.10288   5.97641   5.82171
     282.0   0.21768   0.32554   0.31936   0.37904   0.71608   0.79970   4.50154   5.37416   6.69412   7.21546   6.89645   6.89645   6.27847   6.11116   5.98438   5.82934
     282.1   0.21872   0.32702   0.32081   0.38073   0.71900   0.80290   4.51355   5.38740   6.70832   7.22743   6.90698   6.90698   6.28717   6.11944   5.99237   5.83698
     282.2   0.21976   0.32851   0.32227   0.38243   0.72192   0.80611   4.52558   5.40066   6.72254   7.23941   6.91751   6.91751   6.29587   6.12773   6.00036   5.84462
     282.3   0.22081   0.33000   0.32374   0.38413   0.72486   0.80933   4.53763   5.41395   6.73677   7.25141   6.92805   6.92805   6.30458   6.13603   6.00835   5.85226
     282.4   0.22186   0.33150   0.32521   0.38584   0.72780   0.81256   4.54970   5.42725   6.75103   7.26341   6.93860   6.93860   6.31329   6.14433   6.01635   5.85991
     282.5   0.22291   0.33300   0.32669   0.38755   0.73075   0.81580   4.56180   5.44059   6.76531   7.27542   6.94916   6.94916   6.32201   6.15263   6.02436   5.86756
     282.6   0.22397   0.33451   0.32818   0.38928   0.73372   0.81906   4.57392   5.45394   6.77961   7.28745   6.95972   6.95972   6.33074   6.16094   6.03237   5.87522
     282.7   0.22503   0.33603   0.32966   0.39100   0.73669   0.82232   4.58606   5.46732   6.79392   7.29949   6.97030   6.97030   6.33947   6.16926   6.04039   5.88289
     282.8   0.22610   0.33755   0.33116   0.39274   0.73968   0.82559   4.59823   5.48072   6.80826   7.31154   6.98089   6.98089   6.34821   6.17758   6.04841   5.89056
     282.9   0.22717   0.33907   0.33266   0.39448   0.74267   0.82888   4.61042   5.49415   6.82262   7.32360   6.99148   6.99148   6.35695   6.18591   6.05643   5.89823
     283.0   0.22825   0.34060   0.33417   0.39623   0.74567   0.83217   4.62264   5.50760   6.83700   7.33567   7.00208   7.00208   6.36570   6.19424   6.06447   5.90591
     283.1   0.22933   0.34214   0.33568   0.39798   0.74869   0.83548   4.63488   5.52107   6.85140   7.34776   7.01269   7.01269   6.37446   6.20258   6.07250   5.91359
     283.2   0.23041   0.34369   0.33720   0.39974   0.75171   0.83879   4.64714   5.53456   6.86582   7.35985   7.02331   7.02331   6.38322   6.21093   6.08055   5.92128
     283.3   0.23150   0.34524   0.33872   0.40151   0.75474   0.84212   4.65943   5.54808   6.88025   7.37196   7.03394   7.03394   6.39199   6.21928   6.08859   5.92897
     283.4   0.23259   0.34679   0.34025   0.40328   0.75779   0.84546   4.67174   5.56163   6.89471   7.38408   7.04458   7.04458   6.40077   6.22763   6.09665   5.93667
     283.5   0.23369   0.34835   0.34179   0.40506   0.76084   0.84881   4.68408   5.57519   6.90919   7.39621   7.05523   7.05523   6.40955   6.23600   6.10470   5.94437
     283.6   0.23479   0.34992   0.34333   0.40685   0.76391   0.85217   4.69644   5.58878   6.92369   7.40835   7.06588   7.06588   6.41834   6.24436   6.11277   5.95208
     283.7   0.23590   0.35149   0.34488   0.40864   0.76698   0.85554   4.70882   5.60240   6.93821   7.42051   7.07655   7.07655   6.42713   6.25274   6.12084   5.95979
     283.8   0.23701   0.35307   0.34643   0.41044   0.77006   0.85892   4.72122   5.61603   6.95275   7.43267   7.08722   7.08722   6.43593   6.26111   6.12891   5.96751
     283.9   0.23812   0.35466   0.34799   0.41225   0.77316   0.86231   4.73365   5.62969   6.96731   7.44485   7.09790   7.09790   6.44473   6.26950   6.13699   5.97523
     284.0   0.23924   0.35625   0.34955   0.41406   0.77626   0.86571   4.74611   5.64338   6.98189   7.45704   7.10859   7.10859   6.45355   6.27789   6.14507   5.98296
     284.1   0.24037   0.35784   0.35112   0.41588   0.77938   0.86913   4.75859   5.65708   6.99650   7.46924   7.11929   7.11929   6.46236   6.28628   6.15316   5.99069
     284.2   0.24150   0.35945   0.35270   0.41771   0.78250   0.87255   4.77109   5.67082   7.01112   7.48145   7.13000   7.13000   6.47119   6.29468   6.16126   5.99842
     284.3   0.24263   0.36106   0.35428   0.41954   0.78564   0.87599   4.78362   5.68457   7.02576   7.49367   7.14072   7.14072   6.48002   6.30309   6.16936   6.00616
     284.4   0.24377   0.36267   0.35587   0.42138   0.78879   0.87944   4.79617   5.69835   7.04042   7.50591   7.15144   7.15144   6.48885   6.31150   6.17746   6.01391
     284.5   0.24491   0.36429   0.35747   0.42323   0.79194   0.88290   4.80874   5.71215   7.05510   7.51816   7.16218   7.16218   6.49770   6.31992   6.18557   6.02166
     284.6   0.24606   0.36592   0.35907   0.42508   0.79511   0.88637   4.82134   5.72598   7.06981   7.53041   7.17292   7.17292   6.50655   6.32834   6.19369   6.02942
     284.7   0.24721   0.36755   0.36068   0.42694   0.79829   0.88985   4.83396   5.73983   7.08453   7.54268   7.18367   7.18367   6.51540   6.33677   6.20181   6.03718
     284.8   0.24836   0.36919   0.36229   0.42881   0.80148   0.89334   4.84661   5.75370   7.09927   7.55497   7.19443   7.19443   6.52426   6.34520   6.20993   6.04494
     284.9   0.24952   0.37084   0.36391   0.43068   0.80467   0.89684   4.85928   5.76760   7.11404   7.56726   7.20520   7.20520   6.53313   6.35364   6.21807   6.05271
     285.0   0.25069   0.37249   0.36553   0.43256   0.80788   0.90036   4.87198   5.78152   7.12882   7.57956   7.21598   7.21598   6.54200   6.36209   6.22620   6.06049
     285.1   0.25186   0.37415   0.36716   0.43445   0.81110   0.90388   4.88470   5.79547   7.14363   7.59188   7.22677   7.22677   6.55088   6.37054   6.23434   6.06826
     285.2   0.25303   0.37582   0.36880   0.43635   0.81433   0.90742   4.89744   5.80944   7.15845   7.60421   7.23757   7.23757   6.55976   6.37900   6.24249   6.07605
     285.3   0.25421   0.37749   0.37045   0.43825   0.81757   0.91097   4.91021   5.82343   7.17330   7.61654   7.24837   7.24837   6.56866   6.38746   6.25064   6.08384
     285.4   0.25540   0.37916   0.37210   0.44016   0.82082   0.91453   4.92300   5.83745   7.18816   7.62890   7.25919   7.25919   6.57755   6.39593   6.25880   6.09163
     285.5   0.25658   0.38085   0.37375   0.44207   0.82409   0.91810   4.93582   5.85149   7.20305   7.64126   7.27001   7.27001   6.58646   6.40440   6.26696   6.09943
     285.6   0.25778   0.38254   0.37541   0.44400   0.82736   0.92169   4.94866   5.86555   7.21796   7.65363   7.28084   7.28084   6.59537   6.41288   6.27513   6.10723
     285.7   0.25898   0.38423   0.37708   0.44593   0.83064   0.92528   4.96153   5.87964   7.23289   7.66602   7.29168   7.29168   6.60428   6.42136   6.28330   6.11504
     285.8   0.26018   0.38593   0.37876   0.44786   0.83394   0.92889   4.97442   5.89376   7.24783   7.67841   7.30253   7.30253   6.61320   6.42985   6.29148   6.12286
     285.9   0.26138   0.38764   0.38044   0.44981   0.83724   0.93250   4.98734   5.90789   7.26280   7.69082   7.31339   7.31339   6.62213   6.43835   6.29966   6.13067
     286.0   0.26260   0.38936   0.38212   0.45176   0.84056   0.93613   5.00028   5.92205   7.27779   7.70324   7.32425   7.32425   6.63106   6.44685   6.30785   6.13850
     286.1   0.26381   0.39108   0.38382   0.45371   0.84388   0.93977   5.01324   5.93624   7.29280   7.71567   7.33513   7.33513   6.64000   6.45535   6.31605   6.14632
     286.2   0.26504   0.39281   0.38552   0.45568   0.84722   0.94343   5.02623   5.95045   7.30783   7.72812   7.34601   7.34601   6.64895   6.46387   6.32424   6.15416
     286.3   0.26626   0.39454   0.38722   0.45765   0.85057   0.94709   5.03924   5.96468   7.32288   7.74057   7.35691   7.35691   6.65790   6.47238   6.33245   6.16199
     286.4   0.26749   0.39628   0.38894   0.45963   0.85393   0.95077   5.05228   5.97894   7.33796   7.75304   7.36781   7.36781   6.66686   6.48091   6.34066   6.16984
     286.5   0.26873   0.39803   0.39065   0.46162   0.85729   0.95445   5.06534   5.99322   7.35305   7.76552   7.37872   7.37872   6.67582   6.48944   6.34887   6.17768
     286.6   0.26997   0.39978   0.39238   0.46361   0.86068   0.95815   5.07843   6.00753   7.36816   7.77801   7.38964   7.38964   6.68479   6.49797   6.35709   6.18553
     286.7   0.27122   0.40154   0.39411   0.46561   0.86407   0.96186   5.09154   6.02186   7.38329   7.79051   7.40057   7.40057   6.69377   6.50651   6.36532   6.19339
     286.8   0.27247   0.40331   0.39585   0.46762   0.86747   0.96558   5.10468   6.03621   7.39845   7.80302   7.41150   7.41150   6.70275   6.51505   6.37355   6.20125
     286.9   0.27372   0.40508   0.39759   0.46964   0.87088   0.96932   5.11784   6.05059   7.41362   7.81555   7.42245   7.42245   6.71174   6.52361   6.38178   6.20912
     287.0   0.27498   0.40686   0.39934   0.47166   0.87431   0.97306   5.13102   6.06499   7.42882   7.82808   7.43340   7.43340   6.72074   6.53216   6.39002   6.21699
     287.1   0.27625   0.40864   0.40110   0.47369   0.87774   0.97682   5.14424   6.07942   7.44403   7.84063   7.44437   7.44437   6.72974   6.54072   6.39827   6.22486
     287.2   0.27752   0.41044   0.40287   0.47573   0.88119   0.98059   5.15747   6.09387   7.45927   7.85319   7.45534   7.45534   6.73874   6.54929   6.40652   6.23274
     287.3   0.27879   0.41224   0.40464   0.47777   0.88465   0.98437   5.17073   6.10835   7.47453   7.86576   7.46632   7.46632   6.74776   6.55786   6.41477   6.24063
     287.4   0.28007   0.41404   0.40641   0.47982   0.88812   0.98817   5.18402   6.12285   7.48980   7.87834   7.47731   7.47731   6.75677   6.56644   6.42303   6.24852
     287.5   0.28136   0.41585   0.40820   0.48188   0.89160   0.99197   5.19733   6.13737   7.50510   7.89093   7.48831   7.48831   6.76580   6.57503   6.43130   6.25641
     287.6   0.28265   0.41767   0.40999   0.48395   0.89509   0.99579   5.21066   6.15192   7.52042   7.90354   7.49931   7.49931   6.77483   6.58362   6.43957   6.26431
     287.7   0.28394   0.41950   0.41178   0.48602   0.89859   0.99962   5.22402   6.16649   7.53576   7.91616   7.51033   7.51033   6.78387   6.59221   6.44785   6.27222
     287.8   0.28524   0.42133   0.41359   0.48810   0.90211   1.00346   5.23741   6.18109   7.55112   7.92879   7.52135   7.52135   6.79291   6.60081   6.45613   6.28012
     287.9   0.28655   0.42317   0.41540   0.49019   0.90563   1.00732   5.25082   6.19571   7.56650   7.94143   7.53239   7.53239   6.80196   6.60942   6.46442   6.28804
     288.0   0.28786   0.42502   0.41721   0.49229   0.90917   1.01118   5.26425   6.21036   7.58190   7.95408   7.54343   7.54343   6.81101   6.61803   6.47271   6.29596
     288.1   0.28917   0.42687   0.41904   0.49439   0.91271   1.01506   5.27771   6.22503   7.59733   7.96674   7.55448   7.55448   6.82007   6.62665   6.48101   6.30388
     288.2   0.29049   0.42873   0.42087   0.49650   0.91627   1.01895   5.29120   6.23973   7.61277   7.97942   7.56554   7.56554   6.82914   6.63527   6.48931   6.31181
     288.3   0.29182   0.43060   0.42270   0.49862   0.91984   1.02285   5.30471   6.25445   7.62823   7.99210   7.57661   7.57661   6.83821   6.64390   6.49762   6.31974
     288.4   0.29315   0.43247   0.42455   0.50075   0.92343   1.02677   5.31825   6.26919   7.64372   8.00480   7.58769   7.58769   6.84729   6.65253   6.50593   6.32768
     288.5   0.29449   0.43435   0.42640   0.50288   0.92702   1.03069   5.33181   6.28396   7.65923   8.01751   7.59877   7.59877   6.85638   6.66117   6.51425   6.33562
     288.6   0.29583   0.43624   0.42825   0.50503   0.93063   1.03463   5.34539   6.29875   7.67475   8.03023   7.60987   7.60987   6.86547   6.66982   6.52257   6.34357
     288.7   0.29717   0.43813   0.43012   0.50718   0.93424   1.03859   5.35900   6.31357   7.69030   8.04296   7.62097   7.62097   6.87457   6.67847   6.53090   6.35152
     288.8   0.29853   0.44003   0.43199   0.50933   0.93787   1.04255   5.37264   6.32841   7.70587   8.05571   7.63208   7.63208   6.88367   6.68712   6.53923   6.35947
     288.9   0.29988   0.44194   0.43386   0.51150   0.94151   1.04653   5.38630   6.34328   7.72146   8.06846   7.64320   7.64320   6.89278   6.69578   6.54757   6.36743
     289.0   0.30124   0.44385   0.43575   0.51367   0.94516   1.05051   5.39999   6.35817   7.73707   8.08123   7.65433   7.65433   6.90189   6.70445   6.55591   6.37540
     289.1   0.30261   0.44577   0.43764   0.51585   0.94882   1.05451   5.41370   6.37309   7.75270   8.09401   7.66547   7.66547   6.91102   6.71312   6.56426   6.38337
     289.2   0.30398   0.44770   0.43954   0.51804   0.95250   1.05853   5.42744   6.38803   7.76835   8.10680   7.67662   7.67662   6.92014   6.72180   6.57262   6.39135
     289.3   0.30536   0.44964   0.44144   0.52023   0.95618   1.06255   5.44120   6.40300   7.78402   8.11960   7.68778   7.68778   6.92928   6.73049   6.58098   6.39933
     289.4   0.30674   0.45158   0.44335   0.52244   0.95988   1.06659   5.45499   6.41799   7.79971   8.13242   7.69894   7.69894   6.93842   6.73917   6.58934   6.40731
     289.5   0.30813   0.45353   0.44527   0.52465   0.96359   1.07064   5.46880   6.43301   7.81543   8.14524   7.71011   7.71011   6.94756   6.74787   6.59771   6.41530
     289.6   0.30953   0.45549   0.44720   0.52687   0.96731   1.07471   5.48264   6.44805   7.83116   8.15808   7.72130   7.72130   6.95671   6.75657   6.60608   6.42330
     289.7   0.31092   0.45745   0.44913   0.52909   0.97105   1.07878   5.49651   6.46311   7.84692   8.17093   7.73249   7.73249   6.96587   6.76527   6.61446   6.43129
     289.8   0.31233   0.45942   0.45107   0.53133   0.97479   1.08287   5.51040   6.47820   7.86270   8.18379   7.74369   7.74369   6.97503   6.77398   6.62285   6.43930
     289.9   0.31374   0.46140   0.45302   0.53357   0.97855   1.08697   5.52431   6.49332   7.87849   8.19666   7.75490   7.75490   6.98420   6.78270   6.63124   6.44731
     290.0   0.31515   0.46339   0.45497   0.53582   0.98232   1.09109   5.53825   6.50846   7.89431   8.20955   7.76611   7.76611   6.99338   6.79142   6.63963   6.45532
     290.1   0.31657   0.46538   0.45693   0.53808   0.98610   1.09522   5.55222   6.52362   7.91015   8.22244   7.77734   7.77734   7.00256   6.80015   6.64803   6.46334
     290.2   0.31800   0.46738   0.45890   0.54035   0.98989   1.09936   5.56621   6.53881   7.92601   8.23535   7.78858   7.78858   7.01175   6.80888   6.65644   6.47136
     290.3   0.31943   0.46938   0.46088   0.54262   0.99369   1.10351   5.58023   6.55403   7.94189   8.24827   7.79982   7.79982   7.02094   6.81762   6.66485   6.47939
     290.4   0.32087   0.47140   0.46286   0.54490   0.99751   1.10767   5.59428   6.56927   7.95780   8.26120   7.81107   7.81107   7.03014   6.82637   6.67326   6.48742
     290.5   0.32231   0.47342   0.46485   0.54719   1.00134   1.11185   5.60834   6.58453   7.97372   8.27414   7.82233   7.82233   7.03935   6.83511   6.68169   6.49546
     290.6   0.32376   0.47545   0.46684   0.54949   1.00518   1.11604   5.62244   6.59982   7.98966   8.28709   7.83360   7.83360   7.04856   6.84387   6.69011   6.50350
     290.7   0.32521   0.47748   0.46885   0.55180   1.00903   1.12025   5.63656   6.61514   8.00563   8.30005   7.84488   7.84488   7.05778   6.85263   6.69854   6.51155
     290.8   0.32667   0.47953   0.47086   0.55411   1.01290   1.12446   5.65071   6.63048   8.02162   8.31303   7.85617   7.85617   7.06700   6.86140   6.70698   6.51960
     290.9   0.32813   0.48158   0.47288   0.55644   1.01677   1.12869   5.66488   6.64584   8.03762   8.32602   7.86746   7.86746   7.07623   6.87017   6.71542   6.52765
     291.0   0.32960   0.48363   0.47490   0.55877   1.02066   1.13294   5.67908   6.66123   8.05365   8.33902   7.87877   7.87877   7.08546   6.87894   6.72387   6.53571
     291.1   0.33108   0.48570   0.47694   0.56111   1.02456   1.13719   5.69330   6.67665   8.06970   8.35203   7.89008   7.89008   7.09471   6.88773   6.73232   6.54378
     291.2   0.33256   0.48777   0.47898   0.56345   1.02848   1.14146   5.70755   6.69209   8.08577   8.36505   7.90140   7.90140   7.10395   6.89651   6.74077   6.55185
