        BT    Band20    Band21    Band22    Band23    Band24    Band25    Band26    Band27    Band28    Band29    Band31    Band32    Band33    Band34    Band35    Band36
     211.4   0.00249   0.00454   0.00441   0.00575   0.01561   0.01862   0.36726   0.53097   0.91360   1.52694   1.65660   1.65660   1.72626   1.72892   1.72794   1.72355
     211.5   0.00251   0.00458   0.00444   0.00579   0.01573   0.01875   0.36901   0.53329   0.91704   1.53141   1.66104   1.66104   1.73044   1.73301   1.73197   1.72749
     211.6   0.00253   0.00461   0.00448   0.00584   0.01584   0.01888   0.37075   0.53562   0.92048   1.53588   1.66550   1.66550   1.73464   1.73712   1.73600   1.73144
     211.7   0.00255   0.00465   0.00452   0.00588   0.01595   0.01902   0.37251   0.53796   0.92394   1.54037   1.66996   1.66996   1.73884   1.74123   1.74004   1.73539
     211.8   0.00257   0.00469   0.00455   0.00593   0.01607   0.01915   0.37427   0.54031   0.92741   1.54487   1.67443   1.67443   1.74304   1.74535   1.74409   1.73934
     211.9   0.00259   0.00473   0.00459   0.00598   0.01618   0.01929   0.37604   0.54266   0.93089   1.54937   1.67891   1.67891   1.74726   1.74947   1.74814   1.74330
     212.0   0.00262   0.00476   0.00463   0.00602   0.01630   0.01943   0.37781   0.54503   0.93437   1.55388   1.68340   1.68340   1.75147   1.75360   1.75220   1.74727
     212.1   0.00264   0.00480   0.00466   0.00607   0.01642   0.01956   0.37959   0.54740   0.93787   1.55841   1.68789   1.68789   1.75570   1.75773   1.75626   1.75124
     212.2   0.00266   0.00484   0.00470   0.00612   0.01654   0.01970   0.38138   0.54978   0.94137   1.56294   1.69240   1.69240   1.75993   1.76187   1.76033   1.75522
     212.3   0.00268   0.00488   0.00474   0.00617   0.01666   0.01984   0.38317   0.55217   0.94489   1.56748   1.69691   1.69691   1.76417   1.76602   1.76440   1.75920
     212.4   0.00271   0.00492   0.00478   0.00622   0.01678   0.01998   0.38497   0.55456   0.94841   1.57203   1.70142   1.70142   1.76841   1.77017   1.76848   1.76319
     212.5   0.00273   0.00496   0.00481   0.00627   0.01690   0.02012   0.38678   0.55697   0.95195   1.57658   1.70595   1.70595   1.77266   1.77433   1.77256   1.76718
     212.6   0.00275   0.00500   0.00485   0.00632   0.01702   0.02027   0.38859   0.55938   0.95549   1.58115   1.71048   1.71048   1.77692   1.77849   1.77666   1.77118
     212.7   0.00277   0.00504   0.00489   0.00636   0.01714   0.02041   0.39042   0.56180   0.95905   1.58573   1.71502   1.71502   1.78118   1.78266   1.78075   1.77518
     212.8   0.00280   0.00508   0.00493   0.00641   0.01726   0.02055   0.39224   0.56423   0.96261   1.59031   1.71957   1.71957   1.78545   1.78683   1.78485   1.77919
     212.9   0.00282   0.00512   0.00497   0.00646   0.01739   0.02070   0.39408   0.56667   0.96619   1.59491   1.72413   1.72413   1.78972   1.79101   1.78896   1.78321
     213.0   0.00284   0.00516   0.00501   0.00652   0.01751   0.02084   0.39592   0.56911   0.96977   1.59951   1.72869   1.72869   1.79401   1.79520   1.79307   1.78722
     213.1   0.00287   0.00520   0.00505   0.00657   0.01764   0.02099   0.39777   0.57156   0.97337   1.60412   1.73327   1.73327   1.79829   1.79940   1.79719   1.79125
     213.2   0.00289   0.00524   0.00509   0.00662   0.01776   0.02113   0.39962   0.57403   0.97697   1.60874   1.73785   1.73785   1.80259   1.80359   1.80132   1.79528
     213.3   0.00292   0.00528   0.00513   0.00667   0.01789   0.02128   0.40149   0.57650   0.98059   1.61337   1.74243   1.74243   1.80689   1.80780   1.80545   1.79932
     213.4   0.00294   0.00533   0.00517   0.00672   0.01802   0.02143   0.40336   0.57897   0.98421   1.61801   1.74703   1.74703   1.81119   1.81201   1.80958   1.80336
     213.5   0.00296   0.00537   0.00521   0.00677   0.01814   0.02158   0.40523   0.58146   0.98785   1.62266   1.75163   1.75163   1.81551   1.81623   1.81373   1.80740
     213.6   0.00299   0.00541   0.00526   0.00683   0.01827   0.02173   0.40711   0.58395   0.99149   1.62732   1.75625   1.75625   1.81982   1.82045   1.81787   1.81145
     213.7   0.00301   0.00545   0.00530   0.00688   0.01840   0.02188   0.40901   0.58646   0.99515   1.63198   1.76086   1.76086   1.82415   1.82468   1.82202   1.81551
     213.8   0.00304   0.00550   0.00534   0.00693   0.01853   0.02204   0.41090   0.58897   0.99881   1.63666   1.76549   1.76549   1.82848   1.82891   1.82618   1.81957
     213.9   0.00306   0.00554   0.00538   0.00699   0.01866   0.02219   0.41281   0.59149   1.00249   1.64134   1.77013   1.77013   1.83282   1.83315   1.83035   1.82364
     214.0   0.00309   0.00559   0.00542   0.00704   0.01880   0.02234   0.41472   0.59402   1.00617   1.64603   1.77477   1.77477   1.83716   1.83740   1.83452   1.82772
     214.1   0.00312   0.00563   0.00547   0.00710   0.01893   0.02250   0.41664   0.59655   1.00986   1.65074   1.77942   1.77942   1.84151   1.84165   1.83869   1.83179
     214.2   0.00314   0.00567   0.00551   0.00715   0.01906   0.02266   0.41856   0.59910   1.01357   1.65545   1.78408   1.78408   1.84587   1.84591   1.84287   1.83588
     214.3   0.00317   0.00572   0.00555   0.00721   0.01920   0.02281   0.42049   0.60165   1.01728   1.66017   1.78875   1.78875   1.85023   1.85018   1.84706   1.83997
     214.4   0.00319   0.00576   0.00560   0.00726   0.01933   0.02297   0.42243   0.60422   1.02101   1.66490   1.79342   1.79342   1.85460   1.85445   1.85125   1.84406
     214.5   0.00322   0.00581   0.00564   0.00732   0.01947   0.02313   0.42438   0.60679   1.02475   1.66964   1.79810   1.79810   1.85898   1.85872   1.85545   1.84816
     214.6   0.00325   0.00585   0.00569   0.00737   0.01961   0.02329   0.42633   0.60937   1.02849   1.67438   1.80279   1.80279   1.86336   1.86300   1.85966   1.85227
     214.7   0.00327   0.00590   0.00573   0.00743   0.01974   0.02345   0.42830   0.61195   1.03225   1.67914   1.80749   1.80749   1.86775   1.86729   1.86386   1.85638
     214.8   0.00330   0.00595   0.00578   0.00749   0.01988   0.02361   0.43026   0.61455   1.03601   1.68391   1.81220   1.81220   1.87214   1.87159   1.86808   1.86049
     214.9   0.00333   0.00599   0.00582   0.00755   0.02002   0.02378   0.43224   0.61715   1.03979   1.68868   1.81691   1.81691   1.87654   1.87589   1.87230   1.86461
     215.0   0.00335   0.00604   0.00587   0.00760   0.02016   0.02394   0.43422   0.61977   1.04358   1.69346   1.82164   1.82164   1.88095   1.88019   1.87653   1.86874
     215.1   0.00338   0.00609   0.00591   0.00766   0.02030   0.02411   0.43621   0.62239   1.04737   1.69826   1.82637   1.82637   1.88537   1.88450   1.88076   1.87287
     215.2   0.00341   0.00614   0.00596   0.00772   0.02045   0.02427   0.43821   0.62502   1.05118   1.70306   1.83110   1.83110   1.88979   1.88882   1.88500   1.87701
     215.3   0.00344   0.00618   0.00601   0.00778   0.02059   0.02444   0.44021   0.62766   1.05500   1.70787   1.83585   1.83585   1.89421   1.89315   1.88924   1.88115
     215.4   0.00346   0.00623   0.00605   0.00784   0.02073   0.02461   0.44222   0.63031   1.05882   1.71269   1.84060   1.84060   1.89864   1.89748   1.89349   1.88530
     215.5   0.00349   0.00628   0.00610   0.00790   0.02088   0.02477   0.44424   0.63297   1.06266   1.71752   1.84536   1.84536   1.90308   1.90181   1.89775   1.88946
     215.6   0.00352   0.00633   0.00615   0.00796   0.02102   0.02494   0.44627   0.63563   1.06651   1.72236   1.85013   1.85013   1.90753   1.90615   1.90201   1.89362
     215.7   0.00355   0.00638   0.00620   0.00802   0.02117   0.02512   0.44830   0.63831   1.07037   1.72721   1.85491   1.85491   1.91198   1.91050   1.90627   1.89778
     215.8   0.00358   0.00643   0.00625   0.00808   0.02132   0.02529   0.45034   0.64099   1.07424   1.73207   1.85970   1.85970   1.91644   1.91485   1.91054   1.90195
     215.9   0.00361   0.00648   0.00629   0.00814   0.02147   0.02546   0.45239   0.64368   1.07812   1.73693   1.86449   1.86449   1.92090   1.91921   1.91482   1.90612
     216.0   0.00364   0.00653   0.00634   0.00821   0.02161   0.02563   0.45445   0.64638   1.08201   1.74181   1.86929   1.86929   1.92537   1.92358   1.91911   1.91031
     216.1   0.00367   0.00658   0.00639   0.00827   0.02177   0.02581   0.45651   0.64909   1.08591   1.74669   1.87410   1.87410   1.92985   1.92795   1.92339   1.91449
     216.2   0.00370   0.00663   0.00644   0.00833   0.02192   0.02598   0.45858   0.65181   1.08982   1.75159   1.87892   1.87892   1.93433   1.93233   1.92769   1.91868
     216.3   0.00373   0.00668   0.00649   0.00839   0.02207   0.02616   0.46066   0.65454   1.09374   1.75649   1.88374   1.88374   1.93882   1.93671   1.93199   1.92288
     216.4   0.00376   0.00673   0.00654   0.00846   0.02222   0.02634   0.46275   0.65727   1.09767   1.76140   1.88858   1.88858   1.94332   1.94110   1.93630   1.92708
     216.5   0.00379   0.00679   0.00659   0.00852   0.02237   0.02652   0.46484   0.66002   1.10161   1.76632   1.89342   1.89342   1.94782   1.94549   1.94061   1.93129
     216.6   0.00382   0.00684   0.00664   0.00859   0.02253   0.02670   0.46694   0.66277   1.10557   1.77125   1.89827   1.89827   1.95233   1.94990   1.94492   1.93550
     216.7   0.00385   0.00689   0.00670   0.00865   0.02268   0.02688   0.46905   0.66554   1.10953   1.77619   1.90313   1.90313   1.95684   1.95430   1.94925   1.93972
     216.8   0.00388   0.00694   0.00675   0.00872   0.02284   0.02706   0.47117   0.66831   1.11350   1.78114   1.90799   1.90799   1.96136   1.95872   1.95358   1.94394
     216.9   0.00391   0.00700   0.00680   0.00878   0.02300   0.02725   0.47329   0.67109   1.11749   1.78610   1.91286   1.91286   1.96589   1.96313   1.95791   1.94817
     217.0   0.00394   0.00705   0.00685   0.00885   0.02316   0.02743   0.47542   0.67388   1.12148   1.79107   1.91775   1.91775   1.97042   1.96756   1.96225   1.95241
     217.1   0.00397   0.00711   0.00690   0.00891   0.02332   0.02762   0.47756   0.67668   1.12549   1.79605   1.92263   1.92263   1.97496   1.97199   1.96660   1.95665
     217.2   0.00401   0.00716   0.00696   0.00898   0.02348   0.02780   0.47971   0.67949   1.12950   1.80103   1.92753   1.92753   1.97951   1.97643   1.97095   1.96089
     217.3   0.00404   0.00721   0.00701   0.00905   0.02364   0.02799   0.48186   0.68230   1.13353   1.80603   1.93244   1.93244   1.98406   1.98087   1.97531   1.96514
     217.4   0.00407   0.00727   0.00707   0.00912   0.02380   0.02818   0.48402   0.68513   1.13757   1.81104   1.93735   1.93735   1.98862   1.98532   1.97967   1.96940
     217.5   0.00410   0.00733   0.00712   0.00919   0.02396   0.02837   0.48619   0.68797   1.14162   1.81605   1.94227   1.94227   1.99319   1.98977   1.98404   1.97366
     217.6   0.00414   0.00738   0.00717   0.00925   0.02413   0.02856   0.48837   0.69081   1.14568   1.82107   1.94720   1.94720   1.99776   1.99423   1.98841   1.97792
     217.7   0.00417   0.00744   0.00723   0.00932   0.02429   0.02875   0.49055   0.69366   1.14974   1.82611   1.95214   1.95214   2.00234   1.99870   1.99279   1.98220
     217.8   0.00420   0.00749   0.00728   0.00939   0.02446   0.02894   0.49275   0.69653   1.15382   1.83115   1.95708   1.95708   2.00692   2.00317   1.99718   1.98647
     217.9   0.00424   0.00755   0.00734   0.00946   0.02463   0.02914   0.49495   0.69940   1.15792   1.83620   1.96204   1.96204   2.01151   2.00765   2.00157   1.99076
     218.0   0.00427   0.00761   0.00740   0.00953   0.02479   0.02933   0.49715   0.70228   1.16202   1.84126   1.96700   1.96700   2.01611   2.01214   2.00597   1.99504
     218.1   0.00430   0.00767   0.00745   0.00961   0.02496   0.02953   0.49937   0.70517   1.16613   1.84633   1.97197   1.97197   2.02071   2.01663   2.01037   1.99934
     218.2   0.00434   0.00773   0.00751   0.00968   0.02513   0.02973   0.50159   0.70807   1.17025   1.85141   1.97694   1.97694   2.02532   2.02112   2.01478   2.00364
     218.3   0.00437   0.00778   0.00757   0.00975   0.02530   0.02993   0.50383   0.71098   1.17439   1.85650   1.98193   1.98193   2.02994   2.02563   2.01919   2.00794
     218.4   0.00441   0.00784   0.00762   0.00982   0.02548   0.03013   0.50607   0.71390   1.17853   1.86160   1.98692   1.98692   2.03456   2.03013   2.02361   2.01225
     218.5   0.00444   0.00790   0.00768   0.00990   0.02565   0.03033   0.50831   0.71682   1.18269   1.86671   1.99193   1.99193   2.03919   2.03465   2.02804   2.01656
     218.6   0.00448   0.00796   0.00774   0.00997   0.02582   0.03053   0.51057   0.71976   1.18685   1.87182   1.99694   1.99694   2.04382   2.03917   2.03247   2.02089
     218.7   0.00451   0.00802   0.00780   0.01004   0.02600   0.03073   0.51283   0.72271   1.19103   1.87695   2.00195   2.00195   2.04847   2.04370   2.03691   2.02521
     218.8   0.00455   0.00808   0.00786   0.01012   0.02617   0.03094   0.51510   0.72566   1.19522   1.88208   2.00698   2.00698   2.05311   2.04823   2.04135   2.02954
     218.9   0.00458   0.00815   0.00792   0.01019   0.02635   0.03114   0.51738   0.72863   1.19942   1.88723   2.01201   2.01201   2.05777   2.05277   2.04580   2.03388
     219.0   0.00462   0.00821   0.00798   0.01027   0.02653   0.03135   0.51967   0.73160   1.20363   1.89238   2.01705   2.01705   2.06243   2.05731   2.05025   2.03822
     219.1   0.00466   0.00827   0.00804   0.01034   0.02671   0.03156   0.52197   0.73458   1.20785   1.89755   2.02210   2.02210   2.06710   2.06186   2.05471   2.04257
     219.2   0.00469   0.00833   0.00810   0.01042   0.02689   0.03177   0.52427   0.73758   1.21208   1.90272   2.02716   2.02716   2.07177   2.06642   2.05918   2.04692
     219.3   0.00473   0.00839   0.00816   0.01050   0.02707   0.03198   0.52658   0.74058   1.21632   1.90790   2.03223   2.03223   2.07645   2.07098   2.06365   2.05128
     219.4   0.00477   0.00846   0.00822   0.01057   0.02725   0.03219   0.52890   0.74359   1.22058   1.91310   2.03730   2.03730   2.08114   2.07555   2.06813   2.05564
     219.5   0.00480   0.00852   0.00828   0.01065   0.02743   0.03240   0.53123   0.74661   1.22484   1.91830   2.04239   2.04239   2.08583   2.08012   2.07261   2.06001
     219.6   0.00484   0.00858   0.00835   0.01073   0.02762   0.03262   0.53356   0.74964   1.22912   1.92351   2.04748   2.04748   2.09053   2.08470   2.07710   2.06438
     219.7   0.00488   0.00865   0.00841   0.01081   0.02780   0.03283   0.53591   0.75268   1.23341   1.92873   2.05257   2.05257   2.09523   2.08929   2.08159   2.06876
     219.8   0.00492   0.00871   0.00847   0.01089   0.02799   0.03305   0.53826   0.75573   1.23770   1.93396   2.05768   2.05768   2.09994   2.09388   2.08609   2.07315
     219.9   0.00496   0.00878   0.00854   0.01097   0.02818   0.03327   0.54062   0.75879   1.24201   1.93920   2.06280   2.06280   2.10466   2.09848   2.09060   2.07754
     220.0   0.00500   0.00884   0.00860   0.01105   0.02837   0.03349   0.54299   0.76186   1.24633   1.94445   2.06792   2.06792   2.10939   2.10308   2.09511   2.08194
     220.1   0.00504   0.00891   0.00866   0.01113   0.02856   0.03371   0.54537   0.76494   1.25066   1.94971   2.07305   2.07305   2.11412   2.10769   2.09963   2.08634
     220.2   0.00507   0.00898   0.00873   0.01121   0.02875   0.03393   0.54775   0.76803   1.25501   1.95497   2.07819   2.07819   2.11885   2.11231   2.10415   2.09074
     220.3   0.00511   0.00904   0.00879   0.01129   0.02894   0.03415   0.55014   0.77113   1.25936   1.96025   2.08334   2.08334   2.12360   2.11693   2.10868   2.09516
     220.4   0.00515   0.00911   0.00886   0.01138   0.02913   0.03437   0.55254   0.77424   1.26372   1.96554   2.08849   2.08849   2.12835   2.12156   2.11321   2.09957
     220.5   0.00519   0.00918   0.00893   0.01146   0.02933   0.03460   0.55495   0.77735   1.26810   1.97083   2.09365   2.09365   2.13310   2.12620   2.11775   2.10400
     220.6   0.00523   0.00925   0.00899   0.01154   0.02952   0.03483   0.55737   0.78048   1.27249   1.97614   2.09883   2.09883   2.13787   2.13084   2.12230   2.10842
     220.7   0.00528   0.00932   0.00906   0.01163   0.02972   0.03505   0.55980   0.78362   1.27689   1.98145   2.10401   2.10401   2.14264   2.13548   2.12685   2.11286
     220.8   0.00532   0.00939   0.00913   0.01171   0.02992   0.03528   0.56223   0.78677   1.28129   1.98678   2.10919   2.10919   2.14741   2.14013   2.13141   2.11730
     220.9   0.00536   0.00946   0.00920   0.01180   0.03012   0.03551   0.56468   0.78992   1.28572   1.99211   2.11439   2.11439   2.15219   2.14479   2.13597   2.12174
     221.0   0.00540   0.00953   0.00926   0.01188   0.03032   0.03575   0.56713   0.79309   1.29015   1.99746   2.11959   2.11959   2.15698   2.14946   2.14054   2.12619
     221.1   0.00544   0.00960   0.00933   0.01197   0.03052   0.03598   0.56959   0.79626   1.29459   2.00281   2.12481   2.12481   2.16178   2.15413   2.14511   2.13064
     221.2   0.00548   0.00967   0.00940   0.01206   0.03072   0.03621   0.57206   0.79945   1.29904   2.00817   2.13003   2.13003   2.16658   2.15880   2.14969   2.13510
     221.3   0.00553   0.00974   0.00947   0.01214   0.03092   0.03645   0.57453   0.80265   1.30351   2.01355   2.13525   2.13525   2.17138   2.16349   2.15428   2.13957
     221.4   0.00557   0.00981   0.00954   0.01223   0.03113   0.03668   0.57702   0.80585   1.30799   2.01893   2.14049   2.14049   2.17620   2.16817   2.15887   2.14404
     221.5   0.00561   0.00988   0.00961   0.01232   0.03133   0.03692   0.57951   0.80907   1.31248   2.02432   2.14574   2.14574   2.18102   2.17287   2.16347   2.14852
     221.6   0.00565   0.00996   0.00968   0.01241   0.03154   0.03716   0.58201   0.81229   1.31698   2.02972   2.15099   2.15099   2.18585   2.17757   2.16807   2.15300
     221.7   0.00570   0.01003   0.00976   0.01250   0.03175   0.03740   0.58453   0.81553   1.32149   2.03513   2.15625   2.15625   2.19068   2.18227   2.17268   2.15749
     221.8   0.00574   0.01010   0.00983   0.01259   0.03196   0.03765   0.58705   0.81878   1.32601   2.04055   2.16152   2.16152   2.19552   2.18699   2.17729   2.16198
     221.9   0.00579   0.01018   0.00990   0.01268   0.03217   0.03789   0.58957   0.82203   1.33054   2.04598   2.16680   2.16680   2.20036   2.19170   2.18191   2.16648
     222.0   0.00583   0.01025   0.00997   0.01277   0.03238   0.03813   0.59211   0.82530   1.33509   2.05142   2.17208   2.17208   2.20522   2.19643   2.18654   2.17098
     222.1   0.00588   0.01033   0.01005   0.01286   0.03259   0.03838   0.59465   0.82857   1.33964   2.05687   2.17738   2.17738   2.21007   2.20116   2.19117   2.17549
     222.2   0.00592   0.01040   0.01012   0.01296   0.03281   0.03863   0.59721   0.83186   1.34421   2.06233   2.18268   2.18268   2.21494   2.20590   2.19581   2.18001
     222.3   0.00597   0.01048   0.01019   0.01305   0.03302   0.03888   0.59977   0.83515   1.34879   2.06780   2.18799   2.18799   2.21981   2.21064   2.20045   2.18453
     222.4   0.00601   0.01056   0.01027   0.01314   0.03324   0.03913   0.60234   0.83846   1.35338   2.07328   2.19331   2.19331   2.22469   2.21539   2.20510   2.18905
     222.5   0.00606   0.01063   0.01034   0.01324   0.03346   0.03938   0.60492   0.84177   1.35799   2.07876   2.19864   2.19864   2.22957   2.22014   2.20975   2.19358
     222.6   0.00610   0.01071   0.01042   0.01333   0.03367   0.03963   0.60751   0.84510   1.36260   2.08426   2.20397   2.20397   2.23446   2.22490   2.21441   2.19812
     222.7   0.00615   0.01079   0.01050   0.01343   0.03389   0.03989   0.61011   0.84844   1.36723   2.08977   2.20931   2.20931   2.23936   2.22967   2.21908   2.20266
     222.8   0.00620   0.01087   0.01057   0.01352   0.03412   0.04014   0.61271   0.85178   1.37186   2.09528   2.21466   2.21466   2.24426   2.23444   2.22375   2.20721
     222.9   0.00624   0.01095   0.01065   0.01362   0.03434   0.04040   0.61533   0.85514   1.37651   2.10081   2.22002   2.22002   2.24917   2.23922   2.22843   2.21176
     223.0   0.00629   0.01103   0.01073   0.01372   0.03456   0.04066   0.61795   0.85851   1.38117   2.10634   2.22539   2.22539   2.25409   2.24400   2.23311   2.21631
     223.1   0.00634   0.01111   0.01081   0.01382   0.03479   0.04092   0.62059   0.86188   1.38584   2.11189   2.23077   2.23077   2.25901   2.24879   2.23780   2.22088
     223.2   0.00639   0.01119   0.01089   0.01391   0.03501   0.04118   0.62323   0.86527   1.39053   2.11744   2.23615   2.23615   2.26394   2.25359   2.24249   2.22545
     223.3   0.00644   0.01127   0.01096   0.01401   0.03524   0.04144   0.62588   0.86867   1.39522   2.12301   2.24154   2.24154   2.26888   2.25839   2.24719   2.23002
     223.4   0.00649   0.01135   0.01104   0.01411   0.03547   0.04171   0.62854   0.87208   1.39993   2.12858   2.24694   2.24694   2.27382   2.26320   2.25190   2.23460
     223.5   0.00653   0.01143   0.01112   0.01421   0.03570   0.04198   0.63120   0.87549   1.40465   2.13417   2.25235   2.25235   2.27877   2.26801   2.25661   2.23918
     223.6   0.00658   0.01152   0.01121   0.01431   0.03593   0.04224   0.63388   0.87892   1.40938   2.13976   2.25777   2.25777   2.28372   2.27283   2.26133   2.24377
     223.7   0.00663   0.01160   0.01129   0.01442   0.03616   0.04251   0.63657   0.88236   1.41412   2.14536   2.26320   2.26320   2.28868   2.27766   2.26605   2.24837
     223.8   0.00668   0.01168   0.01137   0.01452   0.03640   0.04278   0.63926   0.88581   1.41887   2.15098   2.26863   2.26863   2.29365   2.28249   2.27078   2.25297
     223.9   0.00673   0.01177   0.01145   0.01462   0.03663   0.04305   0.64197   0.88927   1.42364   2.15660   2.27407   2.27407   2.29863   2.28733   2.27551   2.25758
     224.0   0.00679   0.01185   0.01153   0.01472   0.03687   0.04333   0.64468   0.89274   1.42842   2.16223   2.27952   2.27952   2.30361   2.29218   2.28025   2.26219
     224.1   0.00684   0.01194   0.01162   0.01483   0.03711   0.04360   0.64740   0.89622   1.43320   2.16788   2.28498   2.28498   2.30859   2.29703   2.28500   2.26680
     224.2   0.00689   0.01202   0.01170   0.01493   0.03735   0.04388   0.65013   0.89971   1.43801   2.17353   2.29045   2.29045   2.31359   2.30188   2.28975   2.27143
     224.3   0.00694   0.01211   0.01179   0.01504   0.03759   0.04416   0.65287   0.90321   1.44282   2.17919   2.29592   2.29592   2.31859   2.30675   2.29451   2.27605
     224.4   0.00699   0.01220   0.01187   0.01514   0.03783   0.04444   0.65562   0.90672   1.44764   2.18486   2.30140   2.30140   2.32359   2.31161   2.29927   2.28069
     224.5   0.00705   0.01229   0.01196   0.01525   0.03807   0.04472   0.65838   0.91025   1.45248   2.19054   2.30690   2.30690   2.32861   2.31649   2.30404   2.28533
     224.6   0.00710   0.01237   0.01204   0.01536   0.03832   0.04500   0.66115   0.91378   1.45733   2.19623   2.31240   2.31240   2.33362   2.32137   2.30882   2.28997
     224.7   0.00715   0.01246   0.01213   0.01547   0.03856   0.04528   0.66392   0.91732   1.46219   2.20193   2.31790   2.31790   2.33865   2.32626   2.31360   2.29462
     224.8   0.00720   0.01255   0.01222   0.01558   0.03881   0.04557   0.66671   0.92088   1.46706   2.20764   2.32342   2.32342   2.34368   2.33115   2.31838   2.29927
     224.9   0.00726   0.01264   0.01230   0.01568   0.03906   0.04586   0.66951   0.92444   1.47194   2.21336   2.32894   2.32894   2.34872   2.33605   2.32317   2.30393
     225.0   0.00731   0.01273   0.01239   0.01579   0.03931   0.04614   0.67231   0.92802   1.47684   2.21909   2.33448   2.33448   2.35376   2.34095   2.32797   2.30860
     225.1   0.00737   0.01282   0.01248   0.01591   0.03956   0.04643   0.67512   0.93160   1.48174   2.22483   2.34002   2.34002   2.35882   2.34586   2.33278   2.31327
     225.2   0.00742   0.01292   0.01257   0.01602   0.03982   0.04673   0.67795   0.93520   1.48666   2.23058   2.34557   2.34557   2.36387   2.35078   2.33758   2.31795
     225.3   0.00748   0.01301   0.01266   0.01613   0.04007   0.04702   0.68078   0.93881   1.49159   2.23634   2.35112   2.35112   2.36894   2.35570   2.34240   2.32263
     225.4   0.00753   0.01310   0.01275   0.01624   0.04033   0.04731   0.68362   0.94242   1.49654   2.24211   2.35669   2.35669   2.37401   2.36063   2.34722   2.32731
     225.5   0.00759   0.01319   0.01284   0.01635   0.04058   0.04761   0.68647   0.94605   1.50149   2.24789   2.36226   2.36226   2.37908   2.36557   2.35205   2.33201
     225.6   0.00765   0.01329   0.01293   0.01647   0.04084   0.04791   0.68933   0.94969   1.50646   2.25368   2.36785   2.36785   2.38417   2.37051   2.35688   2.33670
     225.7   0.00770   0.01338   0.01302   0.01658   0.04110   0.04821   0.69220   0.95334   1.51144   2.25948   2.37344   2.37344   2.38926   2.37545   2.36172   2.34141
     225.8   0.00776   0.01348   0.01312   0.01670   0.04136   0.04851   0.69508   0.95700   1.51643   2.26529   2.37904   2.37904   2.39435   2.38041   2.36656   2.34612
     225.9   0.00782   0.01357   0.01321   0.01682   0.04162   0.04881   0.69797   0.96067   1.52143   2.27111   2.38464   2.38464   2.39946   2.38537   2.37141   2.35083
     226.0   0.00788   0.01367   0.01330   0.01693   0.04189   0.04912   0.70086   0.96436   1.52645   2.27693   2.39026   2.39026   2.40457   2.39033   2.37626   2.35555
     226.1   0.00793   0.01377   0.01340   0.01705   0.04215   0.04942   0.70377   0.96805   1.53148   2.28277   2.39588   2.39588   2.40968   2.39530   2.38112   2.36027
     226.2   0.00799   0.01386   0.01349   0.01717   0.04242   0.04973   0.70669   0.97175   1.53652   2.28862   2.40152   2.40152   2.41480   2.40028   2.38599   2.36500
     226.3   0.00805   0.01396   0.01359   0.01729   0.04269   0.05004   0.70961   0.97547   1.54157   2.29448   2.40716   2.40716   2.41993   2.40526   2.39086   2.36974
     226.4   0.00811   0.01406   0.01369   0.01741   0.04296   0.05035   0.71255   0.97920   1.54663   2.30034   2.41281   2.41281   2.42507   2.41025   2.39574   2.37448
     226.5   0.00817   0.01416   0.01378   0.01753   0.04323   0.05066   0.71549   0.98293   1.55171   2.30622   2.41846   2.41846   2.43021   2.41525   2.40062   2.37923
     226.6   0.00823   0.01426   0.01388   0.01765   0.04350   0.05098   0.71845   0.98668   1.55680   2.31211   2.42413   2.42413   2.43536   2.42025   2.40551   2.38398
     226.7   0.00829   0.01436   0.01398   0.01777   0.04378   0.05129   0.72141   0.99044   1.56190   2.31801   2.42980   2.42980   2.44051   2.42526   2.41041   2.38874
     226.8   0.00835   0.01446   0.01408   0.01789   0.04406   0.05161   0.72439   0.99421   1.56701   2.32391   2.43548   2.43548   2.44567   2.43027   2.41531   2.39350
     226.9   0.00842   0.01456   0.01418   0.01802   0.04433   0.05193   0.72737   0.99799   1.57214   2.32983   2.44118   2.44118   2.45084   2.43529   2.42022   2.39827
     227.0   0.00848   0.01466   0.01428   0.01814   0.04461   0.05225   0.73036   1.00178   1.57727   2.33576   2.44687   2.44687   2.45601   2.44031   2.42513   2.40304
     227.1   0.00854   0.01477   0.01438   0.01827   0.04489   0.05258   0.73337   1.00559   1.58242   2.34169   2.45258   2.45258   2.46119   2.44534   2.43005   2.40782
     227.2   0.00860   0.01487   0.01448   0.01839   0.04517   0.05290   0.73638   1.00940   1.58758   2.34764   2.45830   2.45830   2.46638   2.45038   2.43497   2.41260
     227.3   0.00867   0.01498   0.01458   0.01852   0.04546   0.05323   0.73940   1.01323   1.59276   2.35360   2.46402   2.46402   2.47157   2.45542   2.43990   2.41739
     227.4   0.00873   0.01508   0.01468   0.01864   0.04574   0.05355   0.74243   1.01706   1.59794   2.35956   2.46975   2.46975   2.47677   2.46047   2.44483   2.42219
     227.5   0.00879   0.01519   0.01479   0.01877   0.04603   0.05388   0.74548   1.02091   1.60314   2.36554   2.47549   2.47549   2.48198   2.46553   2.44978   2.42699
     227.6   0.00886   0.01529   0.01489   0.01890   0.04632   0.05421   0.74853   1.02477   1.60835   2.37153   2.48124   2.48124   2.48719   2.47059   2.45472   2.43179
