        BT    Band20    Band21    Band22    Band23    Band24    Band25    Band27    Band28    Band29    Band31    Band32    Band33    Band34    Band35    Band36
     264.0   0.08898   0.13914   0.13318   0.15949   0.34121   0.38208   2.67897   3.34130   4.43594   5.24880   5.14831   4.81443   4.71392   4.63837   4.54248
     264.1   0.08946   0.13986   0.13387   0.16030   0.34278   0.38382   2.68714   3.35070   4.44670   5.25871   5.15725   4.82200   4.72117   4.64540   4.54924
     264.2   0.08995   0.14058   0.13457   0.16112   0.34436   0.38556   2.69532   3.36011   4.45747   5.26864   5.16620   4.82957   4.72843   4.65243   4.55600
     264.3   0.09044   0.14131   0.13527   0.16194   0.34595   0.38731   2.70353   3.36955   4.46826   5.27857   5.17515   4.83716   4.73569   4.65947   4.56276
     264.4   0.09093   0.14204   0.13597   0.16276   0.34755   0.38907   2.71175   3.37900   4.47907   5.28852   5.18412   4.84474   4.74296   4.66651   4.56953
     264.5   0.09142   0.14277   0.13667   0.16359   0.34915   0.39083   2.71999   3.38847   4.48990   5.29848   5.19309   4.85234   4.75024   4.67356   4.57631
     264.6   0.09191   0.14351   0.13738   0.16442   0.35075   0.39260   2.72824   3.39796   4.50075   5.30845   5.20207   4.85994   4.75752   4.68061   4.58309
     264.7   0.09241   0.14425   0.13809   0.16525   0.35237   0.39438   2.73652   3.40747   4.51161   5.31843   5.21106   4.86755   4.76480   4.68767   4.58987
     264.8   0.09291   0.14499   0.13881   0.16609   0.35399   0.39616   2.74482   3.41700   4.52249   5.32842   5.22006   4.87516   4.77210   4.69474   4.59667
     264.9   0.09341   0.14574   0.13953   0.16693   0.35561   0.39795   2.75313   3.42655   4.53340   5.33842   5.22907   4.88278   4.77939   4.70181   4.60346
     265.0   0.09391   0.14649   0.14025   0.16778   0.35724   0.39975   2.76147   3.43612   4.54431   5.34844   5.23809   4.89041   4.78670   4.70888   4.61026
     265.1   0.09442   0.14724   0.14097   0.16862   0.35888   0.40155   2.76982   3.44571   4.55525   5.35846   5.24711   4.89804   4.79401   4.71597   4.61707
     265.2   0.09492   0.14799   0.14170   0.16948   0.36053   0.40336   2.77819   3.45532   4.56621   5.36850   5.25615   4.90568   4.80132   4.72305   4.62388
     265.3   0.09543   0.14875   0.14243   0.17033   0.36218   0.40518   2.78658   3.46495   4.57718   5.37855   5.26519   4.91333   4.80865   4.73014   4.63070
     265.4   0.09595   0.14952   0.14316   0.17119   0.36383   0.40700   2.79499   3.47460   4.58817   5.38861   5.27424   4.92098   4.81597   4.73724   4.63752
     265.5   0.09646   0.15028   0.14390   0.17205   0.36550   0.40883   2.80342   3.48426   4.59918   5.39868   5.28331   4.92864   4.82331   4.74435   4.64435
     265.6   0.09698   0.15105   0.14464   0.17292   0.36716   0.41067   2.81187   3.49395   4.61021   5.40877   5.29238   4.93630   4.83064   4.75146   4.65118
     265.7   0.09750   0.15182   0.14538   0.17379   0.36884   0.41252   2.82034   3.50366   4.62125   5.41886   5.30146   4.94397   4.83799   4.75857   4.65802
     265.8   0.09802   0.15260   0.14613   0.17466   0.37052   0.41437   2.82882   3.51338   4.63231   5.42897   5.31055   4.95165   4.84534   4.76569   4.66486
     265.9   0.09855   0.15338   0.14688   0.17554   0.37221   0.41623   2.83733   3.52313   4.64340   5.43908   5.31964   4.95933   4.85270   4.77282   4.67171
     266.0   0.09907   0.15416   0.14763   0.17642   0.37391   0.41809   2.84585   3.53290   4.65450   5.44921   5.32875   4.96702   4.86006   4.77995   4.67856
     266.1   0.09960   0.15495   0.14839   0.17731   0.37561   0.41996   2.85440   3.54268   4.66561   5.45935   5.33786   4.97472   4.86743   4.78708   4.68542
     266.2   0.10013   0.15574   0.14915   0.17820   0.37731   0.42184   2.86296   3.55249   4.67675   5.46950   5.34699   4.98242   4.87480   4.79423   4.69228
     266.3   0.10067   0.15653   0.14991   0.17909   0.37903   0.42373   2.87154   3.56231   4.68791   5.47967   5.35612   4.99013   4.88218   4.80137   4.69915
     266.4   0.10120   0.15732   0.15068   0.17999   0.38075   0.42562   2.88015   3.57216   4.69908   5.48984   5.36526   4.99784   4.88957   4.80853   4.70602
     266.5   0.10174   0.15812   0.15145   0.18089   0.38248   0.42752   2.88877   3.58202   4.71027   5.50003   5.37441   5.00557   4.89696   4.81569   4.71290
     266.6   0.10229   0.15893   0.15222   0.18179   0.38421   0.42943   2.89741   3.59191   4.72148   5.51022   5.38357   5.01329   4.90436   4.82285   4.71978
     266.7   0.10283   0.15973   0.15300   0.18270   0.38595   0.43134   2.90607   3.60181   4.73271   5.52043   5.39274   5.02103   4.91176   4.83002   4.72667
     266.8   0.10338   0.16054   0.15378   0.18361   0.38770   0.43327   2.91475   3.61173   4.74395   5.53065   5.40192   5.02877   4.91917   4.83720   4.73356
     266.9   0.10393   0.16136   0.15456   0.18453   0.38945   0.43519   2.92344   3.62168   4.75522   5.54088   5.41111   5.03652   4.92658   4.84438   4.74046
     267.0   0.10448   0.16217   0.15534   0.18544   0.39121   0.43713   2.93216   3.63164   4.76650   5.55113   5.42030   5.04427   4.93400   4.85156   4.74737
     267.1   0.10503   0.16299   0.15613   0.18637   0.39298   0.43907   2.94090   3.64163   4.77780   5.56138   5.42951   5.05203   4.94143   4.85875   4.75427
     267.2   0.10559   0.16382   0.15693   0.18730   0.39475   0.44102   2.94966   3.65163   4.78912   5.57164   5.43872   5.05979   4.94886   4.86595   4.76119
     267.3   0.10615   0.16465   0.15773   0.18823   0.39653   0.44298   2.95843   3.66166   4.80046   5.58192   5.44794   5.06757   4.95630   4.87315   4.76811
     267.4   0.10671   0.16548   0.15853   0.18916   0.39832   0.44494   2.96723   3.67170   4.81182   5.59221   5.45717   5.07535   4.96375   4.88036   4.77503
     267.5   0.10727   0.16631   0.15933   0.19010   0.40011   0.44692   2.97604   3.68176   4.82319   5.60251   5.46641   5.08313   4.97120   4.88758   4.78196
     267.6   0.10784   0.16715   0.16014   0.19104   0.40191   0.44889   2.98488   3.69185   4.83459   5.61282   5.47566   5.09092   4.97865   4.89479   4.78889
     267.7   0.10841   0.16799   0.16095   0.19199   0.40372   0.45088   2.99373   3.70195   4.84600   5.62314   5.48492   5.09872   4.98611   4.90202   4.79583
     267.8   0.10898   0.16884   0.16176   0.19294   0.40553   0.45287   3.00261   3.71208   4.85743   5.63348   5.49419   5.10652   4.99358   4.90925   4.80278
     267.9   0.10956   0.16969   0.16258   0.19390   0.40735   0.45487   3.01150   3.72222   4.86888   5.64382   5.50346   5.11433   5.00105   4.91648   4.80973
     268.0   0.11013   0.17054   0.16340   0.19486   0.40918   0.45688   3.02042   3.73239   4.88034   5.65418   5.51275   5.12215   5.00853   4.92373   4.81668
     268.1   0.11071   0.17140   0.16422   0.19582   0.41101   0.45890   3.02935   3.74257   4.89183   5.66455   5.52204   5.12997   5.01602   4.93097   4.82364
     268.2   0.11129   0.17226   0.16505   0.19679   0.41286   0.46092   3.03830   3.75278   4.90333   5.67492   5.53134   5.13780   5.02351   4.93822   4.83061
     268.3   0.11188   0.17312   0.16588   0.19776   0.41470   0.46295   3.04727   3.76300   4.91486   5.68532   5.54065   5.14564   5.03100   4.94548   4.83758
     268.4   0.11247   0.17399   0.16672   0.19873   0.41656   0.46499   3.05627   3.77325   4.92640   5.69572   5.54997   5.15348   5.03851   4.95274   4.84455
     268.5   0.11306   0.17486   0.16756   0.19971   0.41842   0.46703   3.06528   3.78351   4.93796   5.70613   5.55930   5.16133   5.04601   4.96001   4.85153
     268.6   0.11365   0.17573   0.16840   0.20070   0.42029   0.46909   3.07431   3.79380   4.94954   5.71656   5.56864   5.16918   5.05353   4.96729   4.85852
     268.7   0.11425   0.17661   0.16925   0.20168   0.42216   0.47115   3.08337   3.80410   4.96113   5.72699   5.57799   5.17704   5.06105   4.97457   4.86551
     268.8   0.11484   0.17750   0.17010   0.20267   0.42405   0.47321   3.09244   3.81443   4.97275   5.73744   5.58734   5.18491   5.06857   4.98185   4.87250
     268.9   0.11545   0.17838   0.17095   0.20367   0.42593   0.47529   3.10153   3.82478   4.98438   5.74790   5.59671   5.19278   5.07610   4.98914   4.87950
     269.0   0.11605   0.17927   0.17181   0.20467   0.42783   0.47737   3.11064   3.83515   4.99603   5.75837   5.60608   5.20066   5.08364   4.99644   4.88651
     269.1   0.11666   0.18016   0.17267   0.20567   0.42973   0.47946   3.11977   3.84553   5.00771   5.76885   5.61546   5.20855   5.09118   5.00374   4.89352
     269.2   0.11726   0.18106   0.17353   0.20668   0.43165   0.48156   3.12893   3.85594   5.01940   5.77935   5.62485   5.21644   5.09873   5.01104   4.90053
     269.3   0.11788   0.18196   0.17440   0.20769   0.43356   0.48366   3.13810   3.86637   5.03110   5.78985   5.63425   5.22434   5.10629   5.01836   4.90755
     269.4   0.11849   0.18287   0.17527   0.20871   0.43549   0.48578   3.14729   3.87682   5.04283   5.80037   5.64366   5.23224   5.11385   5.02567   4.91458
     269.5   0.11911   0.18378   0.17615   0.20973   0.43742   0.48790   3.15650   3.88729   5.05458   5.81090   5.65308   5.24016   5.12141   5.03300   4.92161
     269.6   0.11973   0.18469   0.17703   0.21076   0.43936   0.49003   3.16574   3.89778   5.06634   5.82144   5.66251   5.24807   5.12899   5.04033   4.92865
     269.7   0.12035   0.18561   0.17791   0.21179   0.44130   0.49216   3.17499   3.90829   5.07812   5.83199   5.67194   5.25600   5.13656   5.04766   4.93569
     269.8   0.12098   0.18653   0.17880   0.21282   0.44326   0.49431   3.18426   3.91882   5.08993   5.84255   5.68139   5.26393   5.14415   5.05500   4.94273
     269.9   0.12160   0.18745   0.17969   0.21386   0.44522   0.49646   3.19356   3.92937   5.10175   5.85312   5.69084   5.27186   5.15174   5.06234   4.94978
     270.0   0.12224   0.18838   0.18058   0.21490   0.44719   0.49862   3.20287   3.93995   5.11359   5.86371   5.70031   5.27981   5.15933   5.06969   4.95684
     270.1   0.12287   0.18931   0.18148   0.21595   0.44916   0.50078   3.21220   3.95054   5.12544   5.87430   5.70978   5.28775   5.16693   5.07705   4.96390
     270.2   0.12351   0.19025   0.18238   0.21700   0.45114   0.50296   3.22156   3.96115   5.13732   5.88491   5.71926   5.29571   5.17454   5.08441   4.97097
     270.3   0.12415   0.19119   0.18329   0.21805   0.45313   0.50514   3.23093   3.97179   5.14922   5.89553   5.72875   5.30367   5.18215   5.09178   4.97804
     270.4   0.12479   0.19213   0.18420   0.21911   0.45513   0.50733   3.24033   3.98244   5.16113   5.90616   5.73825   5.31164   5.18977   5.09915   4.98512
     270.5   0.12543   0.19308   0.18511   0.22017   0.45713   0.50953   3.24974   3.99312   5.17307   5.91681   5.74775   5.31961   5.19739   5.10653   4.99220
     270.6   0.12608   0.19403   0.18603   0.22124   0.45914   0.51174   3.25918   4.00382   5.18502   5.92746   5.75727   5.32759   5.20502   5.11391   4.99928
     270.7   0.12673   0.19499   0.18695   0.22232   0.46116   0.51395   3.26863   4.01453   5.19699   5.93813   5.76679   5.33558   5.21266   5.12130   5.00637
     270.8   0.12739   0.19595   0.18787   0.22339   0.46319   0.51617   3.27811   4.02527   5.20898   5.94880   5.77633   5.34357   5.22030   5.12869   5.01347
     270.9   0.12804   0.19691   0.18880   0.22447   0.46522   0.51840   3.28761   4.03603   5.22099   5.95949   5.78587   5.35157   5.22795   5.13609   5.02057
     271.0   0.12870   0.19788   0.18973   0.22556   0.46726   0.52064   3.29712   4.04681   5.23301   5.97019   5.79542   5.35958   5.23560   5.14350   5.02768
     271.1   0.12937   0.19885   0.19067   0.22665   0.46931   0.52289   3.30666   4.05761   5.24506   5.98090   5.80498   5.36759   5.24326   5.15091   5.03479
     271.2   0.13003   0.19983   0.19161   0.22774   0.47137   0.52514   3.31622   4.06843   5.25713   5.99162   5.81455   5.37561   5.25092   5.15832   5.04191
     271.3   0.13070   0.20081   0.19256   0.22884   0.47343   0.52740   3.32580   4.07928   5.26921   6.00236   5.82413   5.38363   5.25859   5.16574   5.04903
     271.4   0.13137   0.20179   0.19350   0.22995   0.47550   0.52967   3.33540   4.09014   5.28131   6.01310   5.83372   5.39166   5.26627   5.17317   5.05616
     271.5   0.13205   0.20278   0.19446   0.23106   0.47758   0.53195   3.34502   4.10102   5.29343   6.02386   5.84331   5.39970   5.27395   5.18060   5.06329
     271.6   0.13272   0.20377   0.19541   0.23217   0.47966   0.53424   3.35466   4.11193   5.30558   6.03463   5.85292   5.40774   5.28164   5.18804   5.07042
     271.7   0.13340   0.20477   0.19637   0.23329   0.48176   0.53653   3.36432   4.12285   5.31774   6.04541   5.86253   5.41579   5.28933   5.19548   5.07757
     271.8   0.13409   0.20577   0.19734   0.23441   0.48386   0.53884   3.37400   4.13380   5.32991   6.05620   5.87216   5.42385   5.29703   5.20293   5.08471
     271.9   0.13477   0.20677   0.19831   0.23553   0.48597   0.54115   3.38370   4.14477   5.34211   6.06700   5.88179   5.43191   5.30474   5.21038   5.09187
     272.0   0.13546   0.20778   0.19928   0.23666   0.48808   0.54347   3.39343   4.15576   5.35433   6.07782   5.89143   5.43998   5.31245   5.21784   5.09902
     272.1   0.13616   0.20879   0.20025   0.23780   0.49021   0.54579   3.40317   4.16677   5.36657   6.08864   5.90108   5.44805   5.32016   5.22531   5.10618
     272.2   0.13685   0.20981   0.20124   0.23894   0.49234   0.54813   3.41294   4.17780   5.37882   6.09948   5.91074   5.45614   5.32789   5.23278   5.11335
     272.3   0.13755   0.21083   0.20222   0.24008   0.49448   0.55047   3.42272   4.18885   5.39109   6.11033   5.92040   5.46422   5.33561   5.24025   5.12052
     272.4   0.13825   0.21186   0.20321   0.24123   0.49662   0.55282   3.43253   4.19993   5.40339   6.12119   5.93008   5.47232   5.34335   5.24773   5.12770
     272.5   0.13895   0.21289   0.20420   0.24239   0.49878   0.55518   3.44236   4.21102   5.41570   6.13206   5.93976   5.48042   5.35109   5.25522   5.13488
     272.6   0.13966   0.21392   0.20520   0.24355   0.50094   0.55755   3.45221   4.22214   5.42803   6.14295   5.94946   5.48852   5.35883   5.26271   5.14207
     272.7   0.14037   0.21496   0.20620   0.24471   0.50311   0.55993   3.46208   4.23328   5.44038   6.15384   5.95916   5.49663   5.36658   5.27021   5.14926
     272.8   0.14109   0.21600   0.20720   0.24588   0.50529   0.56232   3.47197   4.24443   5.45275   6.16475   5.96887   5.50475   5.37434   5.27771   5.15646
     272.9   0.14180   0.21705   0.20821   0.24705   0.50748   0.56471   3.48188   4.25561   5.46514   6.17567   5.97859   5.51288   5.38210   5.28522   5.16366
     273.0   0.14252   0.21810   0.20923   0.24823   0.50967   0.56711   3.49181   4.26681   5.47754   6.18660   5.98832   5.52101   5.38987   5.29273   5.17087
     273.1   0.14325   0.21916   0.21024   0.24941   0.51187   0.56952   3.50177   4.27804   5.48997   6.19754   5.99806   5.52915   5.39764   5.30025   5.17808
     273.2   0.14397   0.22022   0.21127   0.25060   0.51408   0.57194   3.51174   4.28928   5.50242   6.20849   6.00781   5.53729   5.40542   5.30777   5.18530
     273.3   0.14470   0.22128   0.21229   0.25179   0.51630   0.57437   3.52174   4.30055   5.51488   6.21945   6.01757   5.54544   5.41321   5.31530   5.19252
     273.4   0.14543   0.22235   0.21332   0.25299   0.51852   0.57681   3.53176   4.31183   5.52737   6.23043   6.02733   5.55359   5.42100   5.32284   5.19975
     273.5   0.14617   0.22342   0.21436   0.25419   0.52076   0.57925   3.54180   4.32314   5.53987   6.24141   6.03711   5.56176   5.42880   5.33038   5.20698
     273.6   0.14691   0.22450   0.21540   0.25539   0.52300   0.58170   3.55186   4.33447   5.55239   6.25241   6.04689   5.56993   5.43660   5.33792   5.21422
     273.7   0.14765   0.22558   0.21644   0.25660   0.52525   0.58417   3.56194   4.34582   5.56493   6.26342   6.05668   5.57810   5.44441   5.34548   5.22146
     273.8   0.14840   0.22667   0.21749   0.25782   0.52750   0.58664   3.57204   4.35719   5.57749   6.27444   6.06648   5.58628   5.45222   5.35303   5.22871
     273.9   0.14915   0.22776   0.21854   0.25904   0.52977   0.58912   3.58216   4.36858   5.59007   6.28548   6.07629   5.59447   5.46004   5.36059   5.23596
     274.0   0.14990   0.22885   0.21959   0.26027   0.53204   0.59160   3.59231   4.38000   5.60267   6.29652   6.08611   5.60266   5.46787   5.36816   5.24322
     274.1   0.15065   0.22995   0.22065   0.26150   0.53432   0.59410   3.60247   4.39144   5.61529   6.30758   6.09594   5.61086   5.47570   5.37573   5.25048
     274.2   0.15141   0.23105   0.22172   0.26273   0.53661   0.59661   3.61266   4.40289   5.62793   6.31864   6.10577   5.61907   5.48354   5.38331   5.25775
     274.3   0.15217   0.23216   0.22279   0.26397   0.53891   0.59912   3.62287   4.41437   5.64059   6.32972   6.11562   5.62728   5.49138   5.39090   5.26502
     274.4   0.15294   0.23328   0.22386   0.26522   0.54122   0.60164   3.63310   4.42587   5.65326   6.34081   6.12547   5.63550   5.49923   5.39848   5.27230
     274.5   0.15370   0.23439   0.22494   0.26647   0.54353   0.60417   3.64335   4.43740   5.66596   6.35192   6.13534   5.64372   5.50708   5.40608   5.27958
     274.6   0.15448   0.23552   0.22602   0.26772   0.54585   0.60671   3.65362   4.44894   5.67867   6.36303   6.14521   5.65195   5.51494   5.41368   5.28687
     274.7   0.15525   0.23664   0.22711   0.26898   0.54818   0.60926   3.66392   4.46051   5.69141   6.37415   6.15509   5.66019   5.52281   5.42128   5.29416
     274.8   0.15603   0.23777   0.22820   0.27025   0.55052   0.61182   3.67424   4.47209   5.70416   6.38529   6.16498   5.66844   5.53068   5.42889   5.30146
     274.9   0.15681   0.23891   0.22929   0.27152   0.55287   0.61439   3.68457   4.48370   5.71693   6.39644   6.17488   5.67669   5.53856   5.43651   5.30876
     275.0   0.15759   0.24005   0.23039   0.27279   0.55522   0.61696   3.69493   4.49534   5.72973   6.40760   6.18478   5.68494   5.54644   5.44413   5.31607
     275.1   0.15838   0.24119   0.23150   0.27408   0.55759   0.61955   3.70531   4.50699   5.74254   6.41877   6.19470   5.69320   5.55433   5.45176   5.32338
     275.2   0.15917   0.24234   0.23261   0.27536   0.55996   0.62214   3.71572   4.51866   5.75537   6.42995   6.20463   5.70147   5.56222   5.45939   5.33070
     275.3   0.15997   0.24350   0.23372   0.27665   0.56234   0.62474   3.72614   4.53036   5.76822   6.44114   6.21456   5.70975   5.57012   5.46703   5.33802
     275.4   0.16077   0.24466   0.23484   0.27795   0.56473   0.62736   3.73659   4.54208   5.78109   6.45235   6.22450   5.71803   5.57803   5.47467   5.34534
     275.5   0.16157   0.24582   0.23596   0.27925   0.56712   0.62998   3.74705   4.55382   5.79398   6.46357   6.23446   5.72631   5.58594   5.48232   5.35268
     275.6   0.16237   0.24699   0.23709   0.28055   0.56953   0.63261   3.75754   4.56558   5.80689   6.47480   6.24442   5.73461   5.59386   5.48997   5.36001
     275.7   0.16318   0.24816   0.23822   0.28186   0.57194   0.63525   3.76805   4.57736   5.81982   6.48604   6.25439   5.74291   5.60178   5.49763   5.36736
     275.8   0.16399   0.24934   0.23936   0.28318   0.57437   0.63789   3.77859   4.58917   5.83276   6.49729   6.26437   5.75121   5.60971   5.50529   5.37470
     275.9   0.16481   0.25052   0.24050   0.28450   0.57680   0.64055   3.78914   4.60099   5.84573   6.50855   6.27435   5.75953   5.61764   5.51296   5.38206
     276.0   0.16563   0.25171   0.24164   0.28583   0.57924   0.64322   3.79972   4.61284   5.85872   6.51983   6.28435   5.76784   5.62558   5.52064   5.38941
     276.1   0.16645   0.25290   0.24279   0.28716   0.58168   0.64589   3.81032   4.62471   5.87172   6.53111   6.29435   5.77617   5.63353   5.52832   5.39678
     276.2   0.16728   0.25410   0.24395   0.28850   0.58414   0.64858   3.82094   4.63661   5.88475   6.54241   6.30437   5.78450   5.64148   5.53600   5.40414
     276.3   0.16810   0.25530   0.24511   0.28984   0.58661   0.65127   3.83158   4.64852   5.89779   6.55372   6.31439   5.79284   5.64944   5.54370   5.41151
     276.4   0.16894   0.25650   0.24627   0.29119   0.58908   0.65397   3.84224   4.66046   5.91086   6.56504   6.32442   5.80118   5.65740   5.55139   5.41889
     276.5   0.16977   0.25771   0.24744   0.29254   0.59156   0.65668   3.85293   4.67242   5.92394   6.57637   6.33446   5.80953   5.66537   5.55909   5.42627
     276.6   0.17061   0.25893   0.24861   0.29390   0.59405   0.65940   3.86364   4.68440   5.93705   6.58772   6.34451   5.81788   5.67335   5.56680   5.43366
     276.7   0.17146   0.26015   0.24979   0.29526   0.59655   0.66214   3.87437   4.69640   5.95017   6.59907   6.35457   5.82625   5.68133   5.57451   5.44105
     276.8   0.17230   0.26138   0.25097   0.29663   0.59906   0.66487   3.88512   4.70843   5.96331   6.61044   6.36464   5.83461   5.68931   5.58223   5.44845
     276.9   0.17315   0.26261   0.25216   0.29801   0.60158   0.66762   3.89589   4.72048   5.97648   6.62182   6.37472   5.84299   5.69730   5.58995   5.45585
     277.0   0.17401   0.26384   0.25335   0.29939   0.60410   0.67038   3.90669   4.73255   5.98966   6.63321   6.38480   5.85137   5.70530   5.59768   5.46326
     277.1   0.17487   0.26508   0.25455   0.30077   0.60664   0.67315   3.91751   4.74464   6.00286   6.64461   6.39490   5.85975   5.71330   5.60542   5.47067
     277.2   0.17573   0.26633   0.25575   0.30216   0.60918   0.67593   3.92835   4.75675   6.01608   6.65602   6.40500   5.86815   5.72131   5.61316   5.47809
     277.3   0.17659   0.26758   0.25696   0.30356   0.61173   0.67871   3.93921   4.76889   6.02932   6.66745   6.41511   5.87655   5.72933   5.62090   5.48551
     277.4   0.17746   0.26883   0.25817   0.30496   0.61429   0.68151   3.95009   4.78105   6.04258   6.67888   6.42523   5.88495   5.73735   5.62865   5.49293
     277.5   0.17833   0.27009   0.25938   0.30636   0.61686   0.68432   3.96100   4.79323   6.05586   6.69033   6.43536   5.89336   5.74537   5.63641   5.50037
     277.6   0.17921   0.27136   0.26060   0.30778   0.61944   0.68713   3.97193   4.80543   6.06916   6.70179   6.44550   5.90178   5.75340   5.64417   5.50780
     277.7   0.18009   0.27263   0.26183   0.30919   0.62203   0.68996   3.98288   4.81766   6.08248   6.71326   6.45565   5.91020   5.76144   5.65193   5.51524
     277.8   0.18097   0.27390   0.26306   0.31062   0.62463   0.69279   3.99386   4.82990   6.09582   6.72474   6.46580   5.91863   5.76948   5.65970   5.52269
     277.9   0.18186   0.27518   0.26430   0.31205   0.62723   0.69564   4.00485   4.84217   6.10918   6.73624   6.47597   5.92707   5.77753   5.66748   5.53014
     278.0   0.18275   0.27647   0.26554   0.31348   0.62985   0.69849   4.01587   4.85447   6.12256   6.74774   6.48614   5.93551   5.78558   5.67526   5.53760
     278.1   0.18364   0.27776   0.26678   0.31492   0.63247   0.70135   4.02691   4.86678   6.13596   6.75926   6.49632   5.94396   5.79364   5.68305   5.54506
     278.2   0.18454   0.27905   0.26803   0.31636   0.63510   0.70423   4.03798   4.87912   6.14938   6.77079   6.50652   5.95242   5.80171   5.69084   5.55253
     278.3   0.18544   0.28035   0.26929   0.31782   0.63774   0.70711   4.04906   4.89148   6.16282   6.78233   6.51672   5.96088   5.80978   5.69864   5.56000
     278.4   0.18635   0.28166   0.27055   0.31927   0.64040   0.71000   4.06017   4.90386   6.17627   6.79388   6.52693   5.96934   5.81786   5.70644   5.56747
     278.5   0.18726   0.28297   0.27181   0.32073   0.64305   0.71290   4.07130   4.91626   6.18975   6.80544   6.53714   5.97782   5.82594   5.71425   5.57495
     278.6   0.18817   0.28429   0.27308   0.32220   0.64572   0.71581   4.08245   4.92869   6.20325   6.81702   6.54737   5.98630   5.83403   5.72207   5.58244
     278.7   0.18909   0.28561   0.27436   0.32368   0.64840   0.71874   4.09363   4.94114   6.21676   6.82860   6.55761   5.99478   5.84212   5.72989   5.58993
     278.8   0.19001   0.28693   0.27564   0.32515   0.65109   0.72167   4.10483   4.95361   6.23030   6.84020   6.56785   6.00327   5.85022   5.73771   5.59743
     278.9   0.19093   0.28826   0.27693   0.32664   0.65379   0.72461   4.11605   4.96611   6.24386   6.85181   6.57811   6.01177   5.85833   5.74554   5.60493
     279.0   0.19186   0.28960   0.27822   0.32813   0.65649   0.72756   4.12729   4.97862   6.25744   6.86343   6.58837   6.02028   5.86644   5.75338   5.61243
     279.1   0.19279   0.29094   0.27951   0.32963   0.65921   0.73052   4.13856   4.99116   6.27103   6.87506   6.59864   6.02879   5.87455   5.76122   5.61994
     279.2   0.19373   0.29229   0.28081   0.33113   0.66193   0.73349   4.14985   5.00373   6.28465   6.88671   6.60892   6.03730   5.88268   5.76906   5.62746
     279.3   0.19467   0.29364   0.28212   0.33264   0.66466   0.73647   4.16116   5.01631   6.29828   6.89836   6.61921   6.04583   5.89080   5.77691   5.63498
     279.4   0.19561   0.29500   0.28343   0.33415   0.66741   0.73946   4.17250   5.02892   6.31194   6.91003   6.62951   6.05436   5.89894   5.78477   5.64251
     279.5   0.19656   0.29636   0.28475   0.33567   0.67016   0.74247   4.18385   5.04155   6.32562   6.92171   6.63982   6.06289   5.90708   5.79263   5.65004
     279.6   0.19751   0.29773   0.28607   0.33719   0.67292   0.74548   4.19523   5.05420   6.33931   6.93340   6.65013   6.07143   5.91522   5.80050   5.65757
     279.7   0.19847   0.29910   0.28739   0.33872   0.67569   0.74850   4.20664   5.06688   6.35303   6.94510   6.66046   6.07998   5.92337   5.80837   5.66511
     279.8   0.19942   0.30048   0.28872   0.34026   0.67847   0.75153   4.21806   5.07957   6.36676   6.95681   6.67079   6.08853   5.93153   5.81625   5.67266
     279.9   0.20039   0.30187   0.29006   0.34180   0.68126   0.75457   4.22951   5.09230   6.38052   6.96854   6.68113   6.09709   5.93969   5.82413   5.68021
     280.0   0.20136   0.30326   0.29140   0.34335   0.68406   0.75762   4.24098   5.10504   6.39430   6.98028   6.69148   6.10566   5.94786   5.83202   5.68776
     280.1   0.20233   0.30465   0.29275   0.34491   0.68687   0.76068   4.25248   5.11781   6.40809   6.99202   6.70184   6.11423   5.95603   5.83991   5.69532
     280.2   0.20330   0.30605   0.29410   0.34647   0.68969   0.76375   4.26400   5.13060   6.42191   7.00378   6.71221   6.12281   5.96421   5.84781   5.70289
     280.3   0.20428   0.30746   0.29546   0.34803   0.69252   0.76684   4.27554   5.14341   6.43574   7.01556   6.72259   6.13139   5.97239   5.85572   5.71046
     280.4   0.20526   0.30887   0.29682   0.34961   0.69535   0.76993   4.28710   5.15624   6.44960   7.02734   6.73298   6.13998   5.98058   5.86363   5.71803
     280.5   0.20625   0.31029   0.29819   0.35118   0.69820   0.77303   4.29869   5.16910   6.46347   7.03913   6.74337   6.14858   5.98878   5.87154   5.72561
     280.6   0.20724   0.31171   0.29957   0.35277   0.70106   0.77614   4.31030   5.18198   6.47737   7.05094   6.75378   6.15718   5.99698   5.87946   5.73319
     280.7   0.20824   0.31314   0.30095   0.35436   0.70392   0.77927   4.32193   5.19489   6.49129   7.06276   6.76419   6.16579   6.00519   5.88739   5.74078
     280.8   0.20924   0.31457   0.30233   0.35596   0.70680   0.78240   4.33359   5.20782   6.50522   7.07459   6.77461   6.17441   6.01340   5.89532   5.74838
     280.9   0.21024   0.31601   0.30372   0.35756   0.70968   0.78554   4.34526   5.22077   6.51918   7.08643   6.78505   6.18303   6.02162   5.90326   5.75598
     281.0   0.21125   0.31745   0.30512   0.35917   0.71258   0.78870   4.35697   5.23374   6.53315   7.09828   6.79548   6.19166   6.02984   5.91120   5.76358
     281.1   0.21226   0.31890   0.30652   0.36078   0.71548   0.79186   4.36869   5.24673   6.54715   7.11014   6.80593   6.20029   6.03807   5.91914   5.77119
     281.2   0.21328   0.32036   0.30792   0.36240   0.71840   0.79504   4.38044   5.25975   6.56116   7.12202   6.81639   6.20893   6.04631   5.92710   5.77880
     281.3   0.21430   0.32182   0.30933   0.36403   0.72132   0.79822   4.39221   5.27280   6.57520   7.13390   6.82686   6.21758   6.05455   5.93505   5.78642
