        BT    Band20    Band21    Band22    Band23    Band24    Band25    Band27    Band28    Band29    Band31    Band32    Band33    Band34    Band35    Band36
     223.9   0.00690   0.01211   0.01145   0.01443   0.03859   0.04473   0.63572   0.88625   1.41258   2.15544   2.27339   2.29861   2.28747   2.27618   2.25892
     224.0   0.00696   0.01220   0.01154   0.01453   0.03883   0.04501   0.63841   0.88971   1.41733   2.16107   2.27884   2.30359   2.29232   2.28093   2.26354
     224.1   0.00701   0.01229   0.01162   0.01464   0.03908   0.04529   0.64111   0.89318   1.42210   2.16672   2.28430   2.30858   2.29717   2.28568   2.26817
     224.2   0.00706   0.01238   0.01170   0.01474   0.03933   0.04558   0.64382   0.89667   1.42688   2.17237   2.28977   2.31357   2.30203   2.29044   2.27280
     224.3   0.00711   0.01246   0.01179   0.01484   0.03959   0.04587   0.64654   0.90016   1.43167   2.17803   2.29525   2.31857   2.30689   2.29520   2.27744
     224.4   0.00717   0.01255   0.01187   0.01495   0.03984   0.04615   0.64927   0.90366   1.43647   2.18371   2.30074   2.32358   2.31176   2.29997   2.28208
     224.5   0.00722   0.01264   0.01196   0.01505   0.04009   0.04645   0.65200   0.90717   1.44129   2.18939   2.30623   2.32859   2.31663   2.30474   2.28673
     224.6   0.00728   0.01273   0.01204   0.01516   0.04035   0.04674   0.65475   0.91070   1.44611   2.19508   2.31173   2.33361   2.32152   2.30952   2.29138
     224.7   0.00733   0.01283   0.01213   0.01527   0.04061   0.04703   0.65751   0.91423   1.45095   2.20078   2.31724   2.33864   2.32640   2.31431   2.29604
     224.8   0.00738   0.01292   0.01222   0.01537   0.04087   0.04733   0.66027   0.91778   1.45580   2.20649   2.32276   2.34367   2.33130   2.31910   2.30070
     224.9   0.00744   0.01301   0.01231   0.01548   0.04113   0.04762   0.66304   0.92133   1.46066   2.21221   2.32829   2.34871   2.33620   2.32390   2.30537
     225.0   0.00750   0.01310   0.01239   0.01559   0.04139   0.04792   0.66583   0.92490   1.46553   2.21795   2.33383   2.35375   2.34110   2.32870   2.31004
     225.1   0.00755   0.01320   0.01248   0.01570   0.04165   0.04822   0.66862   0.92848   1.47042   2.22369   2.33937   2.35880   2.34602   2.33351   2.31472
     225.2   0.00761   0.01329   0.01257   0.01581   0.04192   0.04852   0.67142   0.93207   1.47531   2.22944   2.34492   2.36386   2.35093   2.33832   2.31941
     225.3   0.00766   0.01338   0.01266   0.01592   0.04218   0.04883   0.67423   0.93566   1.48022   2.23520   2.35048   2.36892   2.35586   2.34314   2.32410
     225.4   0.00772   0.01348   0.01275   0.01603   0.04245   0.04913   0.67705   0.93927   1.48514   2.24097   2.35605   2.37399   2.36079   2.34797   2.32880
     225.5   0.00778   0.01358   0.01284   0.01614   0.04272   0.04944   0.67988   0.94289   1.49008   2.24675   2.36163   2.37907   2.36572   2.35280   2.33350
     225.6   0.00784   0.01367   0.01293   0.01626   0.04299   0.04975   0.68271   0.94652   1.49502   2.25254   2.36721   2.38415   2.37066   2.35764   2.33821
     225.7   0.00789   0.01377   0.01303   0.01637   0.04326   0.05006   0.68556   0.95017   1.49998   2.25834   2.37281   2.38924   2.37561   2.36248   2.34292
     225.8   0.00795   0.01387   0.01312   0.01649   0.04354   0.05037   0.68842   0.95382   1.50495   2.26415   2.37841   2.39434   2.38057   2.36733   2.34764
     225.9   0.00801   0.01396   0.01321   0.01660   0.04381   0.05068   0.69128   0.95748   1.50993   2.26997   2.38402   2.39944   2.38553   2.37219   2.35236
     226.0   0.00807   0.01406   0.01331   0.01672   0.04409   0.05100   0.69416   0.96115   1.51492   2.27580   2.38964   2.40455   2.39049   2.37705   2.35709
     226.1   0.00813   0.01416   0.01340   0.01683   0.04437   0.05131   0.69704   0.96484   1.51993   2.28164   2.39526   2.40966   2.39547   2.38191   2.36182
     226.2   0.00819   0.01426   0.01350   0.01695   0.04465   0.05163   0.69994   0.96853   1.52495   2.28749   2.40090   2.41479   2.40044   2.38679   2.36656
     226.3   0.00825   0.01436   0.01359   0.01707   0.04493   0.05195   0.70284   0.97224   1.52997   2.29334   2.40654   2.41991   2.40543   2.39166   2.37131
     226.4   0.00831   0.01446   0.01369   0.01718   0.04521   0.05227   0.70576   0.97596   1.53502   2.29921   2.41220   2.42505   2.41042   2.39655   2.37606
     226.5   0.00837   0.01457   0.01379   0.01730   0.04549   0.05260   0.70868   0.97969   1.54007   2.30509   2.41786   2.43019   2.41541   2.40144   2.38081
     226.6   0.00844   0.01467   0.01388   0.01742   0.04578   0.05292   0.71161   0.98343   1.54514   2.31098   2.42352   2.43534   2.42042   2.40633   2.38557
     226.7   0.00850   0.01477   0.01398   0.01754   0.04607   0.05325   0.71455   0.98718   1.55021   2.31688   2.42920   2.44049   2.42542   2.41123   2.39034
     226.8   0.00856   0.01488   0.01408   0.01767   0.04636   0.05358   0.71750   0.99094   1.55530   2.32279   2.43489   2.44565   2.43044   2.41614   2.39511
     226.9   0.00862   0.01498   0.01418   0.01779   0.04665   0.05391   0.72047   0.99471   1.56041   2.32871   2.44058   2.45082   2.43546   2.42105   2.39989
     227.0   0.00869   0.01509   0.01428   0.01791   0.04694   0.05424   0.72344   0.99849   1.56552   2.33463   2.44628   2.45599   2.44049   2.42597   2.40467
     227.1   0.00875   0.01519   0.01438   0.01803   0.04723   0.05457   0.72642   1.00229   1.57065   2.34057   2.45199   2.46117   2.44552   2.43089   2.40946
     227.2   0.00881   0.01530   0.01448   0.01816   0.04753   0.05491   0.72941   1.00609   1.57579   2.34652   2.45771   2.46636   2.45056   2.43582   2.41425
     227.3   0.00888   0.01540   0.01458   0.01828   0.04782   0.05524   0.73240   1.00991   1.58094   2.35248   2.46344   2.47155   2.45560   2.44076   2.41905
     227.4   0.00894   0.01551   0.01468   0.01841   0.04812   0.05558   0.73541   1.01373   1.58610   2.35844   2.46917   2.47675   2.46065   2.44570   2.42386
     227.5   0.00901   0.01562   0.01479   0.01853   0.04842   0.05592   0.73843   1.01757   1.59128   2.36442   2.47492   2.48196   2.46571   2.45065   2.42867
     227.6   0.00907   0.01573   0.01489   0.01866   0.04872   0.05627   0.74146   1.02142   1.59647   2.37041   2.48067   2.48717   2.47077   2.45560   2.43348
     227.7   0.00914   0.01584   0.01500   0.01879   0.04903   0.05661   0.74450   1.02528   1.60167   2.37641   2.48643   2.49239   2.47584   2.46056   2.43830
     227.8   0.00921   0.01595   0.01510   0.01892   0.04933   0.05696   0.74755   1.02916   1.60688   2.38242   2.49220   2.49761   2.48091   2.46552   2.44313
     227.9   0.00927   0.01606   0.01521   0.01905   0.04964   0.05730   0.75061   1.03304   1.61211   2.38843   2.49798   2.50284   2.48600   2.47049   2.44796
     228.0   0.00934   0.01617   0.01531   0.01918   0.04994   0.05765   0.75367   1.03693   1.61735   2.39446   2.50376   2.50808   2.49108   2.47547   2.45280
     228.1   0.00941   0.01628   0.01542   0.01931   0.05025   0.05801   0.75675   1.04084   1.62260   2.40050   2.50956   2.51332   2.49618   2.48045   2.45764
     228.2   0.00948   0.01640   0.01553   0.01944   0.05056   0.05836   0.75984   1.04476   1.62786   2.40655   2.51536   2.51858   2.50127   2.48544   2.46249
     228.3   0.00955   0.01651   0.01563   0.01957   0.05088   0.05871   0.76294   1.04869   1.63314   2.41260   2.52117   2.52383   2.50638   2.49043   2.46734
     228.4   0.00962   0.01662   0.01574   0.01971   0.05119   0.05907   0.76604   1.05263   1.63843   2.41867   2.52699   2.52910   2.51149   2.49543   2.47220
     228.5   0.00969   0.01674   0.01585   0.01984   0.05151   0.05943   0.76916   1.05658   1.64373   2.42475   2.53282   2.53437   2.51661   2.50043   2.47706
     228.6   0.00976   0.01685   0.01596   0.01998   0.05183   0.05979   0.77229   1.06054   1.64904   2.43084   2.53865   2.53964   2.52173   2.50544   2.48193
     228.7   0.00983   0.01697   0.01607   0.02011   0.05215   0.06015   0.77542   1.06451   1.65437   2.43693   2.54450   2.54493   2.52686   2.51046   2.48681
     228.8   0.00990   0.01709   0.01618   0.02025   0.05247   0.06052   0.77857   1.06850   1.65970   2.44304   2.55035   2.55022   2.53199   2.51548   2.49169
     228.9   0.00997   0.01721   0.01630   0.02039   0.05279   0.06088   0.78173   1.07249   1.66505   2.44916   2.55621   2.55551   2.53714   2.52051   2.49658
     229.0   0.01004   0.01732   0.01641   0.02052   0.05311   0.06125   0.78490   1.07650   1.67042   2.45528   2.56208   2.56081   2.54228   2.52554   2.50147
     229.1   0.01011   0.01744   0.01652   0.02066   0.05344   0.06162   0.78807   1.08052   1.67579   2.46142   2.56796   2.56612   2.54744   2.53058   2.50636
     229.2   0.01019   0.01756   0.01664   0.02080   0.05377   0.06200   0.79126   1.08455   1.68118   2.46757   2.57385   2.57144   2.55260   2.53562   2.51127
     229.3   0.01026   0.01768   0.01675   0.02094   0.05410   0.06237   0.79446   1.08860   1.68658   2.47373   2.57974   2.57676   2.55776   2.54067   2.51617
     229.4   0.01033   0.01781   0.01687   0.02109   0.05443   0.06275   0.79767   1.09265   1.69200   2.47989   2.58565   2.58209   2.56293   2.54573   2.52109
     229.5   0.01041   0.01793   0.01698   0.02123   0.05476   0.06312   0.80088   1.09672   1.69742   2.48607   2.59156   2.58742   2.56811   2.55079   2.52600
     229.6   0.01048   0.01805   0.01710   0.02137   0.05510   0.06350   0.80411   1.10079   1.70286   2.49226   2.59748   2.59276   2.57329   2.55586   2.53093
     229.7   0.01056   0.01817   0.01722   0.02151   0.05543   0.06389   0.80735   1.10488   1.70831   2.49846   2.60341   2.59811   2.57848   2.56093   2.53586
     229.8   0.01063   0.01830   0.01734   0.02166   0.05577   0.06427   0.81060   1.10898   1.71378   2.50467   2.60935   2.60347   2.58368   2.56601   2.54079
     229.9   0.01071   0.01842   0.01746   0.02181   0.05611   0.06465   0.81386   1.11309   1.71926   2.51088   2.61529   2.60883   2.58888   2.57110   2.54573
     230.0   0.01078   0.01855   0.01758   0.02195   0.05645   0.06504   0.81712   1.11722   1.72475   2.51711   2.62125   2.61419   2.59409   2.57619   2.55068
     230.1   0.01086   0.01868   0.01770   0.02210   0.05680   0.06543   0.82040   1.12135   1.73025   2.52335   2.62721   2.61957   2.59930   2.58129   2.55563
     230.2   0.01094   0.01880   0.01782   0.02225   0.05714   0.06582   0.82369   1.12550   1.73576   2.52960   2.63318   2.62495   2.60452   2.58639   2.56058
     230.3   0.01102   0.01893   0.01794   0.02240   0.05749   0.06622   0.82699   1.12966   1.74129   2.53586   2.63916   2.63033   2.60975   2.59150   2.56555
     230.4   0.01110   0.01906   0.01806   0.02255   0.05784   0.06661   0.83030   1.13383   1.74683   2.54212   2.64515   2.63573   2.61498   2.59661   2.57051
     230.5   0.01117   0.01919   0.01819   0.02270   0.05819   0.06701   0.83362   1.13801   1.75239   2.54840   2.65114   2.64113   2.62022   2.60173   2.57548
     230.6   0.01125   0.01932   0.01831   0.02285   0.05854   0.06741   0.83695   1.14221   1.75795   2.55469   2.65715   2.64653   2.62546   2.60685   2.58046
     230.7   0.01133   0.01945   0.01843   0.02300   0.05890   0.06781   0.84029   1.14641   1.76353   2.56099   2.66316   2.65194   2.63071   2.61199   2.58545
     230.8   0.01141   0.01958   0.01856   0.02315   0.05925   0.06822   0.84365   1.15063   1.76913   2.56730   2.66918   2.65736   2.63597   2.61712   2.59043
     230.9   0.01150   0.01972   0.01869   0.02331   0.05961   0.06862   0.84701   1.15486   1.77473   2.57362   2.67521   2.66279   2.64123   2.62226   2.59543
     231.0   0.01158   0.01985   0.01881   0.02346   0.05997   0.06903   0.85038   1.15910   1.78035   2.57995   2.68125   2.66822   2.64650   2.62741   2.60043
     231.1   0.01166   0.01998   0.01894   0.02362   0.06033   0.06944   0.85376   1.16336   1.78598   2.58628   2.68730   2.67366   2.65177   2.63257   2.60543
     231.2   0.01174   0.02012   0.01907   0.02378   0.06070   0.06985   0.85716   1.16762   1.79162   2.59263   2.69335   2.67910   2.65705   2.63773   2.61044
     231.3   0.01182   0.02025   0.01920   0.02394   0.06106   0.07027   0.86056   1.17190   1.79728   2.59899   2.69942   2.68455   2.66234   2.64289   2.61546
     231.4   0.01191   0.02039   0.01933   0.02409   0.06143   0.07068   0.86398   1.17619   1.80295   2.60536   2.70549   2.69001   2.66763   2.64806   2.62048
     231.5   0.01199   0.02053   0.01946   0.02425   0.06180   0.07110   0.86740   1.18049   1.80863   2.61174   2.71157   2.69548   2.67293   2.65324   2.62551
     231.6   0.01208   0.02067   0.01959   0.02442   0.06217   0.07152   0.87084   1.18480   1.81433   2.61813   2.71766   2.70095   2.67823   2.65842   2.63054
     231.7   0.01216   0.02081   0.01973   0.02458   0.06255   0.07194   0.87428   1.18913   1.82004   2.62453   2.72376   2.70642   2.68354   2.66361   2.63558
     231.8   0.01225   0.02095   0.01986   0.02474   0.06292   0.07237   0.87774   1.19347   1.82576   2.63094   2.72987   2.71191   2.68886   2.66881   2.64062
     231.9   0.01233   0.02109   0.01999   0.02490   0.06330   0.07280   0.88121   1.19782   1.83150   2.63736   2.73598   2.71740   2.69418   2.67401   2.64567
     232.0   0.01242   0.02123   0.02013   0.02507   0.06368   0.07323   0.88469   1.20218   1.83725   2.64379   2.74210   2.72289   2.69951   2.67921   2.65072
     232.1   0.01251   0.02137   0.02026   0.02523   0.06406   0.07366   0.88818   1.20655   1.84301   2.65023   2.74824   2.72840   2.70485   2.68442   2.65578
     232.2   0.01259   0.02151   0.02040   0.02540   0.06444   0.07409   0.89168   1.21094   1.84878   2.65668   2.75438   2.73391   2.71019   2.68964   2.66084
     232.3   0.01268   0.02166   0.02054   0.02557   0.06483   0.07453   0.89519   1.21534   1.85457   2.66315   2.76053   2.73942   2.71553   2.69487   2.66591
     232.4   0.01277   0.02180   0.02067   0.02573   0.06521   0.07496   0.89871   1.21975   1.86037   2.66962   2.76668   2.74494   2.72089   2.70009   2.67099
     232.5   0.01286   0.02195   0.02081   0.02590   0.06560   0.07540   0.90224   1.22417   1.86618   2.67610   2.77285   2.75047   2.72624   2.70533   2.67607
     232.6   0.01295   0.02209   0.02095   0.02607   0.06599   0.07585   0.90578   1.22860   1.87201   2.68259   2.77902   2.75601   2.73161   2.71057   2.68116
     232.7   0.01304   0.02224   0.02109   0.02625   0.06639   0.07629   0.90934   1.23305   1.87785   2.68909   2.78521   2.76155   2.73698   2.71582   2.68625
     232.8   0.01313   0.02239   0.02123   0.02642   0.06678   0.07674   0.91290   1.23751   1.88370   2.69560   2.79140   2.76710   2.74236   2.72107   2.69134
     232.9   0.01322   0.02254   0.02138   0.02659   0.06718   0.07719   0.91648   1.24198   1.88957   2.70213   2.79760   2.77265   2.74774   2.72632   2.69645
     233.0   0.01332   0.02269   0.02152   0.02676   0.06758   0.07764   0.92007   1.24646   1.89545   2.70866   2.80381   2.77821   2.75313   2.73159   2.70155
     233.1   0.01341   0.02284   0.02166   0.02694   0.06798   0.07809   0.92366   1.25096   1.90134   2.71520   2.81002   2.78378   2.75852   2.73686   2.70667
     233.2   0.01350   0.02299   0.02181   0.02712   0.06838   0.07855   0.92727   1.25547   1.90725   2.72176   2.81625   2.78936   2.76393   2.74213   2.71179
     233.3   0.01360   0.02314   0.02195   0.02729   0.06879   0.07900   0.93089   1.25999   1.91317   2.72832   2.82248   2.79494   2.76933   2.74741   2.71691
     233.4   0.01369   0.02330   0.02210   0.02747   0.06919   0.07946   0.93452   1.26452   1.91910   2.73489   2.82873   2.80052   2.77475   2.75270   2.72204
     233.5   0.01378   0.02345   0.02225   0.02765   0.06960   0.07993   0.93817   1.26907   1.92505   2.74148   2.83498   2.80612   2.78017   2.75799   2.72717
     233.6   0.01388   0.02361   0.02239   0.02783   0.07001   0.08039   0.94182   1.27363   1.93101   2.74807   2.84124   2.81172   2.78559   2.76329   2.73231
     233.7   0.01398   0.02376   0.02254   0.02801   0.07043   0.08086   0.94548   1.27820   1.93698   2.75467   2.84751   2.81732   2.79102   2.76859   2.73746
     233.8   0.01407   0.02392   0.02269   0.02819   0.07084   0.08133   0.94916   1.28278   1.94297   2.76129   2.85378   2.82294   2.79646   2.77390   2.74261
     233.9   0.01417   0.02408   0.02284   0.02838   0.07126   0.08180   0.95284   1.28738   1.94897   2.76791   2.86007   2.82856   2.80190   2.77922   2.74777
     234.0   0.01427   0.02424   0.02300   0.02856   0.07168   0.08227   0.95654   1.29198   1.95498   2.77455   2.86636   2.83418   2.80735   2.78454   2.75293
     234.1   0.01437   0.02440   0.02315   0.02875   0.07210   0.08275   0.96025   1.29661   1.96101   2.78119   2.87266   2.83982   2.81281   2.78987   2.75809
     234.2   0.01447   0.02456   0.02330   0.02893   0.07252   0.08323   0.96397   1.30124   1.96705   2.78785   2.87897   2.84545   2.81827   2.79520   2.76327
     234.3   0.01457   0.02472   0.02345   0.02912   0.07295   0.08371   0.96770   1.30588   1.97310   2.79452   2.88529   2.85110   2.82374   2.80054   2.76845
     234.4   0.01467   0.02488   0.02361   0.02931   0.07338   0.08419   0.97144   1.31054   1.97917   2.80119   2.89162   2.85675   2.82921   2.80588   2.77363
     234.5   0.01477   0.02504   0.02377   0.02950   0.07381   0.08468   0.97520   1.31521   1.98525   2.80788   2.89796   2.86241   2.83469   2.81123   2.77882
     234.6   0.01487   0.02521   0.02392   0.02969   0.07424   0.08516   0.97896   1.31990   1.99134   2.81458   2.90430   2.86808   2.84018   2.81659   2.78401
     234.7   0.01497   0.02537   0.02408   0.02988   0.07467   0.08565   0.98274   1.32459   1.99745   2.82128   2.91066   2.87375   2.84567   2.82195   2.78921
     234.8   0.01507   0.02554   0.02424   0.03007   0.07511   0.08615   0.98653   1.32930   2.00357   2.82800   2.91702   2.87942   2.85117   2.82731   2.79442
     234.9   0.01518   0.02571   0.02440   0.03027   0.07555   0.08664   0.99032   1.33403   2.00971   2.83473   2.92339   2.88511   2.85667   2.83269   2.79963
     235.0   0.01528   0.02588   0.02456   0.03046   0.07599   0.08714   0.99413   1.33876   2.01585   2.84147   2.92977   2.89080   2.86218   2.83806   2.80484
     235.1   0.01538   0.02604   0.02472   0.03066   0.07643   0.08764   0.99796   1.34351   2.02202   2.84822   2.93616   2.89650   2.86770   2.84345   2.81006
     235.2   0.01549   0.02621   0.02488   0.03085   0.07688   0.08814   1.00179   1.34827   2.02819   2.85498   2.94256   2.90220   2.87322   2.84884   2.81529
     235.3   0.01560   0.02639   0.02505   0.03105   0.07733   0.08865   1.00563   1.35304   2.03438   2.86175   2.94896   2.90791   2.87875   2.85423   2.82052
     235.4   0.01570   0.02656   0.02521   0.03125   0.07778   0.08916   1.00949   1.35783   2.04058   2.86852   2.95537   2.91363   2.88428   2.85964   2.82576
     235.5   0.01581   0.02673   0.02537   0.03145   0.07823   0.08967   1.01336   1.36263   2.04680   2.87532   2.96180   2.91935   2.88982   2.86504   2.83100
     235.6   0.01592   0.02690   0.02554   0.03165   0.07868   0.09018   1.01724   1.36744   2.05303   2.88212   2.96823   2.92508   2.89537   2.87046   2.83625
     235.7   0.01602   0.02708   0.02571   0.03185   0.07914   0.09069   1.02113   1.37226   2.05927   2.88893   2.97467   2.93082   2.90092   2.87587   2.84150
     235.8   0.01613   0.02726   0.02587   0.03206   0.07960   0.09121   1.02503   1.37710   2.06553   2.89575   2.98112   2.93656   2.90648   2.88130   2.84676
     235.9   0.01624   0.02743   0.02604   0.03226   0.08006   0.09173   1.02894   1.38195   2.07180   2.90258   2.98757   2.94231   2.91205   2.88673   2.85203
     236.0   0.01635   0.02761   0.02621   0.03247   0.08052   0.09225   1.03287   1.38681   2.07808   2.90942   2.99404   2.94807   2.91762   2.89217   2.85730
     236.1   0.01646   0.02779   0.02638   0.03268   0.08099   0.09278   1.03681   1.39169   2.08438   2.91627   3.00051   2.95383   2.92319   2.89761   2.86257
     236.2   0.01658   0.02797   0.02656   0.03288   0.08146   0.09331   1.04075   1.39658   2.09069   2.92314   3.00699   2.95960   2.92878   2.90305   2.86785
     236.3   0.01669   0.02815   0.02673   0.03309   0.08193   0.09384   1.04472   1.40148   2.09702   2.93001   3.01348   2.96537   2.93436   2.90851   2.87314
     236.4   0.01680   0.02833   0.02690   0.03330   0.08240   0.09437   1.04869   1.40640   2.10336   2.93689   3.01998   2.97115   2.93996   2.91397   2.87843
     236.5   0.01691   0.02851   0.02708   0.03352   0.08287   0.09490   1.05267   1.41132   2.10971   2.94379   3.02649   2.97694   2.94556   2.91943   2.88373
     236.6   0.01703   0.02870   0.02725   0.03373   0.08335   0.09544   1.05667   1.41627   2.11608   2.95069   3.03301   2.98274   2.95117   2.92490   2.88903
     236.7   0.01714   0.02888   0.02743   0.03394   0.08383   0.09598   1.06067   1.42122   2.12246   2.95761   3.03953   2.98854   2.95678   2.93038   2.89434
     236.8   0.01726   0.02907   0.02761   0.03416   0.08431   0.09652   1.06469   1.42619   2.12886   2.96453   3.04607   2.99435   2.96240   2.93586   2.89965
     236.9   0.01738   0.02926   0.02778   0.03437   0.08480   0.09707   1.06872   1.43117   2.13527   2.97147   3.05261   3.00016   2.96802   2.94135   2.90497
     237.0   0.01749   0.02944   0.02796   0.03459   0.08528   0.09762   1.07277   1.43616   2.14169   2.97841   3.05916   3.00598   2.97365   2.94684   2.91029
     237.1   0.01761   0.02963   0.02814   0.03481   0.08577   0.09817   1.07682   1.44117   2.14813   2.98537   3.06572   3.01181   2.97929   2.95234   2.91562
     237.2   0.01773   0.02982   0.02833   0.03503   0.08626   0.09872   1.08089   1.44619   2.15458   2.99234   3.07229   3.01764   2.98494   2.95785   2.92095
     237.3   0.01785   0.03002   0.02851   0.03525   0.08676   0.09928   1.08497   1.45123   2.16104   2.99931   3.07887   3.02348   2.99058   2.96336   2.92629
     237.4   0.01797   0.03021   0.02869   0.03547   0.08725   0.09984   1.08906   1.45627   2.16752   3.00630   3.08545   3.02933   2.99624   2.96887   2.93164
     237.5   0.01809   0.03040   0.02888   0.03570   0.08775   0.10040   1.09316   1.46133   2.17401   3.01330   3.09205   3.03518   3.00190   2.97439   2.93699
     237.6   0.01821   0.03060   0.02906   0.03592   0.08825   0.10096   1.09728   1.46641   2.18052   3.02031   3.09865   3.04104   3.00757   2.97992   2.94235
     237.7   0.01833   0.03079   0.02925   0.03615   0.08876   0.10153   1.10140   1.47150   2.18704   3.02733   3.10526   3.04691   3.01324   2.98546   2.94771
     237.8   0.01845   0.03099   0.02944   0.03637   0.08926   0.10210   1.10554   1.47660   2.19357   3.03436   3.11188   3.05278   3.01892   2.99100   2.95307
     237.9   0.01858   0.03119   0.02963   0.03660   0.08977   0.10267   1.10969   1.48171   2.20012   3.04140   3.11851   3.05866   3.02461   2.99654   2.95845
     238.0   0.01870   0.03138   0.02982   0.03683   0.09028   0.10325   1.11385   1.48684   2.20668   3.04845   3.12515   3.06454   3.03030   3.00209   2.96382
     238.1   0.01883   0.03158   0.03001   0.03706   0.09079   0.10382   1.11803   1.49198   2.21326   3.05551   3.13180   3.07044   3.03600   3.00765   2.96921
     238.2   0.01895   0.03179   0.03020   0.03730   0.09131   0.10440   1.12222   1.49713   2.21985   3.06258   3.13845   3.07634   3.04170   3.01321   2.97459
     238.3   0.01908   0.03199   0.03039   0.03753   0.09183   0.10499   1.12642   1.50230   2.22646   3.06966   3.14511   3.08224   3.04741   3.01878   2.97999
     238.4   0.01920   0.03219   0.03059   0.03776   0.09235   0.10557   1.13063   1.50748   2.23308   3.07675   3.15179   3.08815   3.05313   3.02435   2.98539
     238.5   0.01933   0.03240   0.03078   0.03800   0.09287   0.10616   1.13485   1.51268   2.23971   3.08386   3.15847   3.09407   3.05885   3.02993   2.99079
     238.6   0.01946   0.03260   0.03098   0.03824   0.09340   0.10675   1.13909   1.51788   2.24636   3.09097   3.16516   3.09999   3.06457   3.03552   2.99620
     238.7   0.01959   0.03281   0.03117   0.03848   0.09393   0.10735   1.14333   1.52311   2.25302   3.09810   3.17185   3.10593   3.07031   3.04111   3.00162
     238.8   0.01972   0.03301   0.03137   0.03872   0.09446   0.10795   1.14759   1.52834   2.25969   3.10523   3.17856   3.11186   3.07605   3.04671   3.00704
     238.9   0.01985   0.03322   0.03157   0.03896   0.09499   0.10855   1.15187   1.53359   2.26638   3.11237   3.18528   3.11781   3.08179   3.05231   3.01246
     239.0   0.01998   0.03343   0.03177   0.03920   0.09553   0.10915   1.15615   1.53885   2.27309   3.11953   3.19200   3.12376   3.08755   3.05792   3.01789
     239.1   0.02011   0.03365   0.03197   0.03944   0.09607   0.10975   1.16045   1.54413   2.27981   3.12670   3.19873   3.12971   3.09330   3.06353   3.02333
     239.2   0.02025   0.03386   0.03218   0.03969   0.09661   0.11036   1.16476   1.54942   2.28654   3.13387   3.20547   3.13568   3.09907   3.06915   3.02877
     239.3   0.02038   0.03407   0.03238   0.03993   0.09715   0.11097   1.16908   1.55472   2.29328   3.14106   3.21222   3.14165   3.10484   3.07478   3.03422
     239.4   0.02051   0.03429   0.03259   0.04018   0.09770   0.11159   1.17342   1.56004   2.30005   3.14826   3.21898   3.14762   3.11062   3.08041   3.03967
     239.5   0.02065   0.03450   0.03279   0.04043   0.09825   0.11220   1.17776   1.56537   2.30682   3.15547   3.22575   3.15361   3.11640   3.08604   3.04513
     239.6   0.02079   0.03472   0.03300   0.04068   0.09880   0.11282   1.18212   1.57072   2.31361   3.16269   3.23253   3.15960   3.12219   3.09169   3.05060
     239.7   0.02092   0.03494   0.03321   0.04093   0.09935   0.11345   1.18649   1.57607   2.32041   3.16991   3.23931   3.16559   3.12798   3.09733   3.05606
     239.8   0.02106   0.03516   0.03342   0.04119   0.09991   0.11407   1.19088   1.58145   2.32723   3.17715   3.24610   3.17160   3.13378   3.10299   3.06154
     239.9   0.02120   0.03538   0.03363   0.04144   0.10047   0.11470   1.19528   1.58683   2.33407   3.18441   3.25291   3.17760   3.13959   3.10865   3.06702
     240.0   0.02134   0.03560   0.03384   0.04170   0.10103   0.11533   1.19968   1.59223   2.34091   3.19167   3.25972   3.18362   3.14540   3.11431   3.07250
     240.1   0.02148   0.03582   0.03405   0.04195   0.10160   0.11597   1.20411   1.59765   2.34777   3.19894   3.26654   3.18964   3.15122   3.11999   3.07799
     240.2   0.02162   0.03605   0.03427   0.04221   0.10216   0.11661   1.20854   1.60308   2.35465   3.20622   3.27336   3.19567   3.15704   3.12566   3.08349
     240.3   0.02176   0.03627   0.03448   0.04247   0.10273   0.11725   1.21299   1.60852   2.36154   3.21351   3.28020   3.20171   3.16287   3.13135   3.08899
     240.4   0.02190   0.03650   0.03470   0.04273   0.10331   0.11789   1.21745   1.61397   2.36844   3.22082   3.28705   3.20775   3.16871   3.13703   3.09450
     240.5   0.02205   0.03673   0.03492   0.04299   0.10388   0.11854   1.22192   1.61944   2.37536   3.22813   3.29390   3.21379   3.17455   3.14273   3.10001
     240.6   0.02219   0.03695   0.03514   0.04326   0.10446   0.11919   1.22641   1.62493   2.38230   3.23546   3.30076   3.21985   3.18040   3.14843   3.10553
     240.7   0.02233   0.03719   0.03536   0.04352   0.10504   0.11984   1.23091   1.63042   2.38924   3.24279   3.30763   3.22591   3.18626   3.15413   3.11105
     240.8   0.02248   0.03742   0.03558   0.04379   0.10563   0.12049   1.23542   1.63594   2.39621   3.25014   3.31451   3.23198   3.19212   3.15985   3.11658
     240.9   0.02263   0.03765   0.03580   0.04406   0.10621   0.12115   1.23994   1.64146   2.40318   3.25749   3.32140   3.23805   3.19798   3.16556   3.12211
     241.0   0.02277   0.03788   0.03602   0.04433   0.10680   0.12181   1.24448   1.64700   2.41018   3.26486   3.32830   3.24413   3.20386   3.17129   3.12765
     241.1   0.02292   0.03812   0.03625   0.04460   0.10739   0.12248   1.24903   1.65256   2.41718   3.27224   3.33521   3.25022   3.20974   3.17702   3.13319
     241.2   0.02307   0.03836   0.03648   0.04487   0.10799   0.12315   1.25359   1.65812   2.42420   3.27963   3.34212   3.25631   3.21562   3.18275   3.13874
